State,County,Name,Total Households,Households!With an Internet Subscription
55,127,"Walworth County, Wisconsin",42425,37246
55,129,"Washburn County, Wisconsin",7529,6415
55,131,"Washington County, Wisconsin",56482,52208
55,133,"Waukesha County, Wisconsin",166790,155865
55,135,"Waupaca County, Wisconsin",22394,19350
55,137,"Waushara County, Wisconsin",10333,8735
55,139,"Winnebago County, Wisconsin",71958,64928
55,141,"Wood County, Wisconsin",31942,28407
56,001,"Albany County, Wyoming",16609,14905
56,003,"Big Horn County, Wyoming",4357,3780
56,005,"Campbell County, Wyoming",17879,16525
56,007,"Carbon County, Wyoming",5885,5370
56,009,"Converse County, Wyoming",5707,4664
56,011,"Crook County, Wyoming",2891,2490
56,013,"Fremont County, Wyoming",14810,12886
56,015,"Goshen County, Wyoming",5053,4094
56,017,"Hot Springs County, Wyoming",2079,1875
56,019,"Johnson County, Wyoming",3919,3475
56,021,"Laramie County, Wyoming",42503,38730
56,023,"Lincoln County, Wyoming",7872,6815
56,025,"Natrona County, Wyoming",33285,30262
56,027,"Niobrara County, Wyoming",1141,929
56,029,"Park County, Wyoming",13179,11900
56,031,"Platte County, Wyoming",3877,3029
56,033,"Sheridan County, Wyoming",13515,12135
56,035,"Sublette County, Wyoming",3719,3203
56,037,"Sweetwater County, Wyoming",16863,15099
56,039,"Teton County, Wyoming",9383,8648
56,041,"Uinta County, Wyoming",7479,6791
56,043,"Washakie County, Wyoming",3417,2883
56,045,"Weston County, Wyoming",2754,2300
72,001,"Adjuntas Municipio, Puerto Rico",5912,4641
72,003,"Aguada Municipio, Puerto Rico",12652,8821
72,005,"Aguadilla Municipio, Puerto Rico",21639,17598
72,007,"Aguas Buenas Municipio, Puerto Rico",8804,7122
72,009,"Aibonito Municipio, Puerto Rico",9415,6659
72,011,"Añasco Municipio, Puerto Rico",8835,6594
72,013,"Arecibo Municipio, Puerto Rico",32053,24167
72,015,"Arroyo Municipio, Puerto Rico",6364,5159
72,017,"Barceloneta Municipio, Puerto Rico",8547,6577
72,019,"Barranquitas Municipio, Puerto Rico",9521,7910
72,021,"Bayamón Municipio, Puerto Rico",71416,58996
72,023,"Cabo Rojo Municipio, Puerto Rico",18172,13410
72,025,"Caguas Municipio, Puerto Rico",50488,42480
72,027,"Camuy Municipio, Puerto Rico",11814,8655
72,029,"Canóvanas Municipio, Puerto Rico",15235,13583
72,031,"Carolina Municipio, Puerto Rico",62428,54641
72,033,"Cataño Municipio, Puerto Rico",8998,5732
72,035,"Cayey Municipio, Puerto Rico",16534,13850
72,037,"Ceiba Municipio, Puerto Rico",4100,3366
72,039,"Ciales Municipio, Puerto Rico",5631,4120
72,041,"Cidra Municipio, Puerto Rico",14556,12888
72,043,"Coamo Municipio, Puerto Rico",13006,9872
72,045,"Comerío Municipio, Puerto Rico",5612,3543
72,047,"Corozal Municipio, Puerto Rico",10902,8218
72,049,"Culebra Municipio, Puerto Rico",428,350
72,051,"Dorado Municipio, Puerto Rico",12074,8429
72,053,"Fajardo Municipio, Puerto Rico",12863,10919
72,054,"Florida Municipio, Puerto Rico",4515,3532
72,055,"Guánica Municipio, Puerto Rico",5583,3633
72,057,"Guayama Municipio, Puerto Rico",14965,11770
72,059,"Guayanilla Municipio, Puerto Rico",6342,4987
72,061,"Guaynabo Municipio, Puerto Rico",34856,29695
72,063,"Gurabo Municipio, Puerto Rico",15177,13370
72,065,"Hatillo Municipio, Puerto Rico",13283,10050
72,067,"Hormigueros Municipio, Puerto Rico",6044,4862
72,069,"Humacao Municipio, Puerto Rico",18813,15310
72,071,"Isabela Municipio, Puerto Rico",14640,7054
72,073,"Jayuya Municipio, Puerto Rico",4876,3474
72,075,"Juana Díaz Municipio, Puerto Rico",15712,13690
72,077,"Juncos Municipio, Puerto Rico",13422,11315
72,079,"Lajas Municipio, Puerto Rico",8236,5595
72,081,"Lares Municipio, Puerto Rico",10517,7836
72,083,"Las Marías Municipio, Puerto Rico",2822,1124
72,085,"Las Piedras Municipio, Puerto Rico",12519,10762
72,087,"Loíza Municipio, Puerto Rico",8730,7388
72,089,"Luquillo Municipio, Puerto Rico",6738,5464
72,091,"Manatí Municipio, Puerto Rico",14813,8938
72,093,"Maricao Municipio, Puerto Rico",1809,639
72,095,"Maunabo Municipio, Puerto Rico",3985,2966
72,097,"Mayagüez Municipio, Puerto Rico",29407,23918
72,099,"Moca Municipio, Puerto Rico",13250,10905
72,101,"Morovis Municipio, Puerto Rico",10026,7582
72,103,"Naguabo Municipio, Puerto Rico",8217,6709
72,105,"Naranjito Municipio, Puerto Rico",8866,5878
72,107,"Orocovis Municipio, Puerto Rico",6839,4961
72,109,"Patillas Municipio, Puerto Rico",6012,4777
72,111,"Peñuelas Municipio, Puerto Rico",6904,5609
72,113,"Ponce Municipio, Puerto Rico",53587,43920
72,115,"Quebradillas Municipio, Puerto Rico",8167,6024
72,117,"Rincón Municipio, Puerto Rico",5585,4171
72,119,"Río Grande Municipio, Puerto Rico",16396,13466
72,121,"Sabana Grande Municipio, Puerto Rico",7414,5136
72,123,"Salinas Municipio, Puerto Rico",10030,7718
72,125,"San Germán Municipio, Puerto Rico",11549,5410
72,127,"San Juan Municipio, Puerto Rico",147795,106896
72,129,"San Lorenzo Municipio, Puerto Rico",13940,10875
72,131,"San Sebastián Municipio, Puerto Rico",14238,10341
72,133,"Santa Isabel Municipio, Puerto Rico",7430,6058
72,135,"Toa Alta Municipio, Puerto Rico",23111,16158
72,137,"Toa Baja Municipio, Puerto Rico",28988,23806
72,139,"Trujillo Alto Municipio, Puerto Rico",26133,22257
72,141,"Utuado Municipio, Puerto Rico",10541,7197
72,143,"Vega Alta Municipio, Puerto Rico",13365,10812
72,145,"Vega Baja Municipio, Puerto Rico",20482,13575
72,147,"Vieques Municipio, Puerto Rico",2663,2083
72,149,"Villalba Municipio, Puerto Rico",7587,6055
72,151,"Yabucoa Municipio, Puerto Rico",11760,9090
72,153,"Yauco Municipio, Puerto Rico",12565,9651
