State,County,Name,Total Households,Households!With an Internet Subscription
26,015,"Barry County, Michigan",24409,21061
26,017,"Bay County, Michigan",44917,39562
26,019,"Benzie County, Michigan",7466,6886
26,021,"Berrien County, Michigan",63651,54913
26,023,"Branch County, Michigan",16922,14239
26,025,"Calhoun County, Michigan",53431,47180
26,027,"Cass County, Michigan",21089,18610
26,029,"Charlevoix County, Michigan",12247,10997
26,031,"Cheboygan County, Michigan",10757,9201
26,033,"Chippewa County, Michigan",13867,11902
26,035,"Clare County, Michigan",12150,9873
26,037,"Clinton County, Michigan",31314,28217
26,039,"Crawford County, Michigan",6009,5389
26,041,"Delta County, Michigan",15900,13577
26,043,"Dickinson County, Michigan",11837,10242
26,045,"Eaton County, Michigan",45115,40670
26,047,"Emmet County, Michigan",14604,13237
26,049,"Genesee County, Michigan",166375,145893
26,051,"Gladwin County, Michigan",11060,9358
26,053,"Gogebic County, Michigan",7038,5897
26,055,"Grand Traverse County, Michigan",39596,36056
26,057,"Gratiot County, Michigan",14511,12277
26,059,"Hillsdale County, Michigan",17858,14985
26,061,"Houghton County, Michigan",14251,12319
26,063,"Huron County, Michigan",13836,11220
26,065,"Ingham County, Michigan",116566,104378
26,067,"Ionia County, Michigan",22994,20098
26,069,"Iosco County, Michigan",11449,9546
26,071,"Iron County, Michigan",5354,4363
26,073,"Isabella County, Michigan",24942,20367
26,075,"Jackson County, Michigan",62034,56082
26,077,"Kalamazoo County, Michigan",106251,95600
26,079,"Kalkaska County, Michigan",7716,6603
26,081,"Kent County, Michigan",254860,232308
26,083,"Keweenaw County, Michigan",1090,909
26,085,"Lake County, Michigan",4931,3877
26,087,"Lapeer County, Michigan",34479,30383
26,089,"Leelanau County, Michigan",9439,8677
26,091,"Lenawee County, Michigan",38807,34214
26,093,"Livingston County, Michigan",75722,70018
26,095,"Luce County, Michigan",2404,2017
26,097,"Mackinac County, Michigan",5128,4281
26,099,"Macomb County, Michigan",356426,329914
26,101,"Manistee County, Michigan",10324,8896
26,103,"Marquette County, Michigan",27887,23444
26,105,"Mason County, Michigan",12426,10479
26,107,"Mecosta County, Michigan",16312,13185
26,109,"Menominee County, Michigan",10011,8288
26,111,"Midland County, Michigan",34608,30624
26,113,"Missaukee County, Michigan",5750,4868
26,115,"Monroe County, Michigan",62509,54773
26,117,"Montcalm County, Michigan",24153,20128
26,119,"Montmorency County, Michigan",4769,3883
26,121,"Muskegon County, Michigan",67112,58187
26,123,"Newaygo County, Michigan",19428,16080
26,125,"Oakland County, Michigan",528681,495596
26,127,"Oceana County, Michigan",10247,8330
26,129,"Ogemaw County, Michigan",9122,7705
26,131,"Ontonagon County, Michigan",2978,2525
26,133,"Osceola County, Michigan",9072,7260
26,135,"Oscoda County, Michigan",3648,2877
26,137,"Otsego County, Michigan",10996,10002
26,139,"Ottawa County, Michigan",110019,100963
26,141,"Presque Isle County, Michigan",6316,5247
26,143,"Roscommon County, Michigan",11475,10046
26,145,"Saginaw County, Michigan",77586,68407
26,147,"St. Clair County, Michigan",66618,59879
26,149,"St. Joseph County, Michigan",23610,20488
26,151,"Sanilac County, Michigan",17451,14618
26,153,"Schoolcraft County, Michigan",3821,3229
26,155,"Shiawassee County, Michigan",27618,24015
26,157,"Tuscola County, Michigan",21472,17897
26,159,"Van Buren County, Michigan",30101,26556
26,161,"Washtenaw County, Michigan",149256,139956
26,163,"Wayne County, Michigan",693446,609672
26,165,"Wexford County, Michigan",13428,11611
27,001,"Aitkin County, Minnesota",6935,5822
27,003,"Anoka County, Minnesota",136171,127656
27,005,"Becker County, Minnesota",14404,12699
27,007,"Beltrami County, Minnesota",17908,16170
27,009,"Benton County, Minnesota",16494,14869
27,011,"Big Stone County, Minnesota",2179,1942
27,013,"Blue Earth County, Minnesota",27183,23882
27,015,"Brown County, Minnesota",10946,9510
27,017,"Carlton County, Minnesota",13972,12095
27,019,"Carver County, Minnesota",40231,38008
27,021,"Cass County, Minnesota",12768,11038
27,023,"Chippewa County, Minnesota",5196,4519
27,025,"Chisago County, Minnesota",21252,19562
27,027,"Clay County, Minnesota",25939,22907
27,029,"Clearwater County, Minnesota",3245,2781
27,031,"Cook County, Minnesota",2700,2502
27,033,"Cottonwood County, Minnesota",4659,3895
27,035,"Crow Wing County, Minnesota",28778,25364
27,037,"Dakota County, Minnesota",171630,161223
27,039,"Dodge County, Minnesota",8018,7269
27,041,"Douglas County, Minnesota",17416,15210
27,043,"Faribault County, Minnesota",6170,5222
27,045,"Fillmore County, Minnesota",8626,7395
27,047,"Freeborn County, Minnesota",12885,10964
27,049,"Goodhue County, Minnesota",19631,17878
27,051,"Grant County, Minnesota",2521,2200
27,053,"Hennepin County, Minnesota",534573,493960
27,055,"Houston County, Minnesota",8074,7012
27,057,"Hubbard County, Minnesota",8885,7746
27,059,"Isanti County, Minnesota",15875,14364
27,061,"Itasca County, Minnesota",18510,16143
27,063,"Jackson County, Minnesota",4421,3933
27,065,"Kanabec County, Minnesota",6475,5450
27,067,"Kandiyohi County, Minnesota",17450,15286
27,069,"Kittson County, Minnesota",1758,1518
27,071,"Koochiching County, Minnesota",5710,4970
27,073,"Lac qui Parle County, Minnesota",2881,2440
27,075,"Lake County, Minnesota",5030,4342
27,077,"Lake of the Woods County, Minnesota",1665,1466
27,079,"Le Sueur County, Minnesota",11499,10231
27,081,"Lincoln County, Minnesota",2435,2153
27,083,"Lyon County, Minnesota",10003,8918
27,085,"McLeod County, Minnesota",14971,13151
27,087,"Mahnomen County, Minnesota",1871,1567
27,089,"Marshall County, Minnesota",3740,3234
27,091,"Martin County, Minnesota",8840,7615
27,093,"Meeker County, Minnesota",9141,8021
27,095,"Mille Lacs County, Minnesota",10739,9379
27,097,"Morrison County, Minnesota",13860,11759
27,099,"Mower County, Minnesota",15570,13675
27,101,"Murray County, Minnesota",3601,2974
27,103,"Nicollet County, Minnesota",12984,11380
27,105,"Nobles County, Minnesota",7689,6679
27,107,"Norman County, Minnesota",2676,2324
27,109,"Olmsted County, Minnesota",66629,60970
27,111,"Otter Tail County, Minnesota",25181,21722
27,113,"Pennington County, Minnesota",6170,5551
27,115,"Pine County, Minnesota",11913,10233
27,117,"Pipestone County, Minnesota",3971,3407
27,119,"Polk County, Minnesota",12448,11115
27,121,"Pope County, Minnesota",4987,4324
27,123,"Ramsey County, Minnesota",219075,201539
27,125,"Red Lake County, Minnesota",1650,1364
27,127,"Redwood County, Minnesota",6156,5177
27,129,"Renville County, Minnesota",5965,4976
27,131,"Rice County, Minnesota",23345,21531
27,133,"Rock County, Minnesota",3956,3535
27,135,"Roseau County, Minnesota",6058,5159
27,137,"St. Louis County, Minnesota",86264,75855
27,139,"Scott County, Minnesota",54238,51322
27,141,"Sherburne County, Minnesota",34951,32619
27,143,"Sibley County, Minnesota",5884,5074
27,145,"Stearns County, Minnesota",60937,54587
27,147,"Steele County, Minnesota",15001,13173
27,149,"Stevens County, Minnesota",3835,3436
27,151,"Swift County, Minnesota",4134,3436
27,153,"Todd County, Minnesota",10049,8009
27,155,"Traverse County, Minnesota",1410,1150
27,157,"Wabasha County, Minnesota",9129,7743
27,159,"Wadena County, Minnesota",5889,4957
27,161,"Waseca County, Minnesota",7505,6626
27,163,"Washington County, Minnesota",103411,97480
27,165,"Watonwan County, Minnesota",4314,3579
27,167,"Wilkin County, Minnesota",2691,2249
27,169,"Winona County, Minnesota",20288,18488
27,171,"Wright County, Minnesota",52757,48752
27,173,"Yellow Medicine County, Minnesota",3993,3432
28,001,"Adams County, Mississippi",11573,9463
28,003,"Alcorn County, Mississippi",14281,10620
28,005,"Amite County, Mississippi",5862,3863
28,007,"Attala County, Mississippi",6467,5085
28,009,"Benton County, Mississippi",3027,1879
28,011,"Bolivar County, Mississippi",11907,9065
28,013,"Calhoun County, Mississippi",5696,4429
28,015,"Carroll County, Mississippi",4205,2884
28,017,"Chickasaw County, Mississippi",6681,4897
28,019,"Choctaw County, Mississippi",3450,2725
28,021,"Claiborne County, Mississippi",2836,2206
28,023,"Clarke County, Mississippi",6246,4867
28,025,"Clay County, Mississippi",7728,6304
28,027,"Coahoma County, Mississippi",8463,6383
28,029,"Copiah County, Mississippi",9906,7637
28,031,"Covington County, Mississippi",7079,4555
28,033,"DeSoto County, Mississippi",69327,63618
28,035,"Forrest County, Mississippi",29722,25122
28,037,"Franklin County, Mississippi",2949,2416
28,039,"George County, Mississippi",9195,7515
28,041,"Greene County, Mississippi",3818,2727
28,043,"Grenada County, Mississippi",8535,6789
28,045,"Hancock County, Mississippi",19911,16982
28,047,"Harrison County, Mississippi",81214,70788
28,049,"Hinds County, Mississippi",89720,79300
28,051,"Holmes County, Mississippi",6003,3946
28,053,"Humphreys County, Mississippi",3003,1959
28,055,"Issaquena County, Mississippi",376,181
28,057,"Itawamba County, Mississippi",9224,7363
28,059,"Jackson County, Mississippi",57027,50132
28,061,"Jasper County, Mississippi",6390,3841
28,063,"Jefferson County, Mississippi",2372,2069
28,065,"Jefferson Davis County, Mississippi",4383,3325
28,067,"Jones County, Mississippi",24600,17763
28,069,"Kemper County, Mississippi",3209,2299
28,071,"Lafayette County, Mississippi",18510,16677
28,073,"Lamar County, Mississippi",25053,22199
28,075,"Lauderdale County, Mississippi",28553,23716
28,077,"Lawrence County, Mississippi",4323,2962
28,079,"Leake County, Mississippi",7384,5467
28,081,"Lee County, Mississippi",31823,26399
28,083,"Leflore County, Mississippi",9973,5947
28,085,"Lincoln County, Mississippi",13026,10752
28,087,"Lowndes County, Mississippi",22829,19429
28,089,"Madison County, Mississippi",43097,39751
28,091,"Marion County, Mississippi",9199,7354
28,093,"Marshall County, Mississippi",12798,10116
28,095,"Monroe County, Mississippi",13673,11553
28,097,"Montgomery County, Mississippi",3787,2778
28,099,"Neshoba County, Mississippi",10285,8068
28,101,"Newton County, Mississippi",7697,5410
28,103,"Noxubee County, Mississippi",3786,2608
28,105,"Oktibbeha County, Mississippi",21300,17825
28,107,"Panola County, Mississippi",12382,9375
28,109,"Pearl River County, Mississippi",21489,17912
28,111,"Perry County, Mississippi",4552,3407
28,113,"Pike County, Mississippi",15226,11599
28,115,"Pontotoc County, Mississippi",11682,8591
28,117,"Prentiss County, Mississippi",9363,7385
28,119,"Quitman County, Mississippi",2653,1773
28,121,"Rankin County, Mississippi",59624,54537
28,123,"Scott County, Mississippi",9668,7264
28,125,"Sharkey County, Mississippi",1400,806
28,127,"Simpson County, Mississippi",9573,7381
28,129,"Smith County, Mississippi",5397,3150
28,131,"Stone County, Mississippi",6616,5222
28,133,"Sunflower County, Mississippi",8058,5705
28,135,"Tallahatchie County, Mississippi",4322,2898
28,137,"Tate County, Mississippi",10720,8973
28,139,"Tippah County, Mississippi",7896,6348
28,141,"Tishomingo County, Mississippi",8633,6413
28,143,"Tunica County, Mississippi",3600,3011
28,145,"Union County, Mississippi",10000,7774
28,147,"Walthall County, Mississippi",5400,4241
28,149,"Warren County, Mississippi",16816,13568
28,151,"Washington County, Mississippi",17227,9530
28,153,"Wayne County, Mississippi",7446,6018
28,155,"Webster County, Mississippi",4101,3304
28,157,"Wilkinson County, Mississippi",3436,2514
28,159,"Winston County, Mississippi",7070,5389
28,161,"Yalobusha County, Mississippi",5037,3832
28,163,"Yazoo County, Mississippi",8892,6587
29,001,"Adair County, Missouri",8911,7316
29,003,"Andrew County, Missouri",6975,5738
29,005,"Atchison County, Missouri",2295,1937
29,007,"Audrain County, Missouri",8991,7590
29,009,"Barry County, Missouri",13360,10967
29,011,"Barton County, Missouri",4425,3658
29,013,"Bates County, Missouri",5975,4903
29,015,"Benton County, Missouri",8166,6732
29,017,"Bollinger County, Missouri",3887,3111
29,019,"Boone County, Missouri",75084,68051
29,021,"Buchanan County, Missouri",33398,28071
29,023,"Butler County, Missouri",16490,13574
29,025,"Caldwell County, Missouri",3591,2946
29,027,"Callaway County, Missouri",16203,14567
29,029,"Camden County, Missouri",17170,14325
29,031,"Cape Girardeau County, Missouri",32544,29191
29,033,"Carroll County, Missouri",3443,2697
29,035,"Carter County, Missouri",1965,1600
29,037,"Cass County, Missouri",42311,38737
29,039,"Cedar County, Missouri",5636,4571
29,041,"Chariton County, Missouri",2655,2191
29,043,"Christian County, Missouri",34256,31358
29,045,"Clark County, Missouri",2265,1650
29,047,"Clay County, Missouri",101008,91920
29,049,"Clinton County, Missouri",8238,7089
29,051,"Cole County, Missouri",30746,27068
29,053,"Cooper County, Missouri",6169,5371
29,055,"Crawford County, Missouri",9468,7479
29,057,"Dade County, Missouri",3038,2470
29,059,"Dallas County, Missouri",6621,5187
29,061,"Daviess County, Missouri",3071,2420
29,063,"DeKalb County, Missouri",3775,3028
29,065,"Dent County, Missouri",5675,4356
29,067,"Douglas County, Missouri",4688,3704
29,069,"Dunklin County, Missouri",11165,9640
29,071,"Franklin County, Missouri",42267,37985
29,073,"Gasconade County, Missouri",6037,5055
29,075,"Gentry County, Missouri",2402,1958
29,077,"Greene County, Missouri",131708,112036
29,079,"Grundy County, Missouri",3828,2932
29,081,"Harrison County, Missouri",3064,2520
29,083,"Henry County, Missouri",9248,7862
29,085,"Hickory County, Missouri",3457,2328
29,087,"Holt County, Missouri",1722,1363
29,089,"Howard County, Missouri",3469,2933
29,091,"Howell County, Missouri",15997,13277
29,093,"Iron County, Missouri",3803,3137
29,095,"Jackson County, Missouri",302726,271975
29,097,"Jasper County, Missouri",48367,43023
29,099,"Jefferson County, Missouri",87025,79164
29,101,"Johnson County, Missouri",20680,18556
29,103,"Knox County, Missouri",1214,802
29,105,"Laclede County, Missouri",14453,11203
29,107,"Lafayette County, Missouri",12438,10594
29,109,"Lawrence County, Missouri",14694,12408
29,111,"Lewis County, Missouri",3216,2338
29,113,"Lincoln County, Missouri",22420,20550
29,115,"Linn County, Missouri",4804,3721
29,117,"Livingston County, Missouri",5523,4205
29,119,"McDonald County, Missouri",8512,6722
29,121,"Macon County, Missouri",5947,4703
29,123,"Madison County, Missouri",4604,3882
29,125,"Maries County, Missouri",3536,2736
29,127,"Marion County, Missouri",11253,10001
29,129,"Mercer County, Missouri",1288,1043
29,131,"Miller County, Missouri",10034,8456
29,133,"Mississippi County, Missouri",4559,3978
29,135,"Moniteau County, Missouri",5774,4624
29,137,"Monroe County, Missouri",3461,2776
29,139,"Montgomery County, Missouri",4589,3737
29,141,"Morgan County, Missouri",8198,6262
29,143,"New Madrid County, Missouri",6796,5860
29,145,"Newton County, Missouri",22084,19133
29,147,"Nodaway County, Missouri",8389,7039
29,149,"Oregon County, Missouri",3360,2535
29,151,"Osage County, Missouri",5173,4335
29,153,"Ozark County, Missouri",3583,2841
29,155,"Pemiscot County, Missouri",6231,5099
29,157,"Perry County, Missouri",7323,6157
29,159,"Pettis County, Missouri",16937,15054
29,161,"Phelps County, Missouri",17644,15646
29,163,"Pike County, Missouri",6451,5466
29,165,"Platte County, Missouri",43316,40271
29,167,"Polk County, Missouri",11957,9691
29,169,"Pulaski County, Missouri",16434,13958
29,171,"Putnam County, Missouri",1874,1439
29,173,"Ralls County, Missouri",3959,3533
29,175,"Randolph County, Missouri",9252,7724
29,177,"Ray County, Missouri",9046,7507
29,179,"Reynolds County, Missouri",2312,1816
29,181,"Ripley County, Missouri",4030,3296
29,183,"St. Charles County, Missouri",158682,149816
29,185,"St. Clair County, Missouri",4090,3319
29,186,"Ste. Genevieve County, Missouri",7113,5994
29,187,"St. Francois County, Missouri",24113,20644
29,189,"St. Louis County, Missouri",414739,383867
29,195,"Saline County, Missouri",8008,6906
29,197,"Schuyler County, Missouri",1251,843
29,199,"Scotland County, Missouri",1543,1226
29,201,"Scott County, Missouri",15163,13076
29,203,"Shannon County, Missouri",2802,2214
29,205,"Shelby County, Missouri",2374,1948
29,207,"Stoddard County, Missouri",11393,9716
29,209,"Stone County, Missouri",13161,11701
29,211,"Sullivan County, Missouri",2040,1570
29,213,"Taney County, Missouri",22145,19682
29,215,"Texas County, Missouri",9532,7710
29,217,"Vernon County, Missouri",7815,6538
29,219,"Warren County, Missouri",13414,12125
29,221,"Washington County, Missouri",8864,7073
29,223,"Wayne County, Missouri",4503,3562
29,225,"Webster County, Missouri",13751,11066
29,227,"Worth County, Missouri",798,651
29,229,"Wright County, Missouri",6964,5474
29,510,"St. Louis city, Missouri",144450,124024
30,001,"Beaverhead County, Montana",4121,3618
30,003,"Big Horn County, Montana",3691,2998
30,005,"Blaine County, Montana",2297,1915
30,007,"Broadwater County, Montana",2888,2387
30,009,"Carbon County, Montana",4716,4010
30,011,"Carter County, Montana",599,527
30,013,"Cascade County, Montana",34909,30574
30,015,"Chouteau County, Montana",2212,1618
30,017,"Custer County, Montana",5044,4449
30,019,"Daniels County, Montana",716,619
30,021,"Dawson County, Montana",3710,3235
30,023,"Deer Lodge County, Montana",4560,3617
30,025,"Fallon County, Montana",1145,1043
30,027,"Fergus County, Montana",5200,4521
30,029,"Flathead County, Montana",43568,39377
30,031,"Gallatin County, Montana",50031,46315
30,033,"Garfield County, Montana",407,373
30,035,"Glacier County, Montana",4174,3525
30,037,"Golden Valley County, Montana",362,269
30,039,"Granite County, Montana",1375,1159
30,041,"Hill County, Montana",6226,5058
30,043,"Jefferson County, Montana",4890,4385
30,045,"Judith Basin County, Montana",907,783
30,047,"Lake County, Montana",12175,10212
30,049,"Lewis and Clark County, Montana",30655,27345
30,051,"Liberty County, Montana",685,478
30,053,"Lincoln County, Montana",8858,7785
30,055,"McCone County, Montana",818,677
30,057,"Madison County, Montana",3703,3233
30,059,"Meagher County, Montana",897,722
30,061,"Mineral County, Montana",2132,1723
30,063,"Missoula County, Montana",51642,47783
30,065,"Musselshell County, Montana",2131,1768
30,067,"Park County, Montana",8257,7294
30,069,"Petroleum County, Montana",200,171
30,071,"Phillips County, Montana",1769,1558
30,073,"Pondera County, Montana",2240,1820
30,075,"Powder River County, Montana",713,569
30,077,"Powell County, Montana",2348,1870
30,079,"Prairie County, Montana",520,411
30,081,"Ravalli County, Montana",18779,16766
30,083,"Richland County, Montana",4500,3874
30,085,"Roosevelt County, Montana",2988,2053
30,087,"Rosebud County, Montana",3069,2398
30,089,"Sanders County, Montana",5453,4716
30,091,"Sheridan County, Montana",1470,1285
30,093,"Silver Bow County, Montana",15347,13214
30,095,"Stillwater County, Montana",3869,3316
30,097,"Sweet Grass County, Montana",1497,1315
30,099,"Teton County, Montana",2452,2065
30,101,"Toole County, Montana",1823,1609
30,103,"Treasure County, Montana",382,343
30,105,"Valley County, Montana",2958,2501
30,107,"Wheatland County, Montana",865,685
30,109,"Wibaux County, Montana",468,418
30,111,"Yellowstone County, Montana",69272,63060
31,001,"Adams County, Nebraska",12900,11424
31,003,"Antelope County, Nebraska",2687,2237
31,005,"Arthur County, Nebraska",184,160
31,007,"Banner County, Nebraska",258,215
31,009,"Blaine County, Nebraska",192,156
31,011,"Boone County, Nebraska",2202,1819
31,013,"Box Butte County, Nebraska",4537,4185
31,015,"Boyd County, Nebraska",784,693
31,017,"Brown County, Nebraska",1208,1024
31,019,"Buffalo County, Nebraska",19662,17874
31,021,"Burt County, Nebraska",2867,2400
31,023,"Butler County, Nebraska",3538,3068
31,025,"Cass County, Nebraska",10561,9535
31,027,"Cedar County, Nebraska",3419,2785
31,029,"Chase County, Nebraska",1437,1260
31,031,"Cherry County, Nebraska",2229,1894
31,033,"Cheyenne County, Nebraska",4351,3983
31,035,"Clay County, Nebraska",2475,2164
31,037,"Colfax County, Nebraska",3639,3221
31,039,"Cuming County, Nebraska",3782,3123
31,041,"Custer County, Nebraska",4456,3660
31,043,"Dakota County, Nebraska",7299,6086
31,045,"Dawes County, Nebraska",3381,2811
31,047,"Dawson County, Nebraska",8982,7488
31,049,"Deuel County, Nebraska",825,706
31,051,"Dixon County, Nebraska",2237,1857
31,053,"Dodge County, Nebraska",14863,13207
31,055,"Douglas County, Nebraska",235080,215470
31,057,"Dundy County, Nebraska",804,671
31,059,"Fillmore County, Nebraska",2382,1951
31,061,"Franklin County, Nebraska",1290,1048
31,063,"Frontier County, Nebraska",1053,778
31,065,"Furnas County, Nebraska",2006,1508
31,067,"Gage County, Nebraska",9162,7912
31,069,"Garden County, Nebraska",827,685
31,071,"Garfield County, Nebraska",750,617
31,073,"Gosper County, Nebraska",777,650
31,075,"Grant County, Nebraska",295,238
31,077,"Greeley County, Nebraska",941,802
31,079,"Hall County, Nebraska",24406,21495
31,081,"Hamilton County, Nebraska",3499,3218
31,083,"Harlan County, Nebraska",1200,966
31,085,"Hayes County, Nebraska",357,288
31,087,"Hitchcock County, Nebraska",1125,867
31,089,"Holt County, Nebraska",4064,3382
31,091,"Hooker County, Nebraska",314,229
31,093,"Howard County, Nebraska",2494,2050
31,095,"Jefferson County, Nebraska",3114,2475
31,097,"Johnson County, Nebraska",1750,1486
31,099,"Kearney County, Nebraska",2730,2402
31,101,"Keith County, Nebraska",3946,3401
31,103,"Keya Paha County, Nebraska",327,275
31,105,"Kimball County, Nebraska",1531,1312
31,107,"Knox County, Nebraska",3235,2700
31,109,"Lancaster County, Nebraska",132162,122038
31,111,"Lincoln County, Nebraska",14585,12885
31,113,"Logan County, Nebraska",311,270
31,115,"Loup County, Nebraska",249,214
31,117,"McPherson County, Nebraska",196,188
31,119,"Madison County, Nebraska",14152,11954
31,121,"Merrick County, Nebraska",3210,2775
31,123,"Morrill County, Nebraska",1890,1545
31,125,"Nance County, Nebraska",1346,1114
31,127,"Nemaha County, Nebraska",2812,2295
31,129,"Nuckolls County, Nebraska",1819,1530
31,131,"Otoe County, Nebraska",6423,5919
31,133,"Pawnee County, Nebraska",1077,840
31,135,"Perkins County, Nebraska",1162,1036
31,137,"Phelps County, Nebraska",3819,3187
31,139,"Pierce County, Nebraska",2859,2504
31,141,"Platte County, Nebraska",13398,11744
31,143,"Polk County, Nebraska",2058,1768
31,145,"Red Willow County, Nebraska",4442,3755
31,147,"Richardson County, Nebraska",3563,2959
31,149,"Rock County, Nebraska",582,468
31,151,"Saline County, Nebraska",5166,4357
31,153,"Sarpy County, Nebraska",72661,68937
31,155,"Saunders County, Nebraska",8820,8068
31,157,"Scotts Bluff County, Nebraska",15093,12535
31,159,"Seward County, Nebraska",6645,5940
31,161,"Sheridan County, Nebraska",2122,1776
31,163,"Sherman County, Nebraska",1294,1002
31,165,"Sioux County, Nebraska",457,359
31,167,"Stanton County, Nebraska",2289,1892
31,169,"Thayer County, Nebraska",2082,1801
31,171,"Thomas County, Nebraska",318,301
31,173,"Thurston County, Nebraska",1983,1623
31,175,"Valley County, Nebraska",1822,1487
31,177,"Washington County, Nebraska",8391,7785
31,179,"Wayne County, Nebraska",3762,3362
31,181,"Webster County, Nebraska",1503,1362
31,183,"Wheeler County, Nebraska",359,275
31,185,"York County, Nebraska",5589,5133
32,001,"Churchill County, Nevada",9728,8618
32,003,"Clark County, Nevada",847378,767863
32,005,"Douglas County, Nevada",21096,19742
32,007,"Elko County, Nevada",19546,17314
32,009,"Esmeralda County, Nevada",493,453
32,011,"Eureka County, Nevada",630,570
32,013,"Humboldt County, Nevada",6997,6184
32,015,"Lander County, Nevada",2296,2185
32,017,"Lincoln County, Nevada",1626,1330
32,019,"Lyon County, Nevada",23423,21386
32,021,"Mineral County, Nevada",1732,1464
32,023,"Nye County, Nevada",21943,17725
32,027,"Pershing County, Nevada",1847,1635
32,029,"Storey County, Nevada",1874,1774
32,031,"Washoe County, Nevada",195725,177164
32,033,"White Pine County, Nevada",3407,2896
32,510,"Carson City, Nevada",23652,21469
33,001,"Belknap County, New Hampshire",26118,23615
33,003,"Carroll County, New Hampshire",22096,20066
33,005,"Cheshire County, New Hampshire",30519,27647
33,007,"Coos County, New Hampshire",13818,11967
33,009,"Grafton County, New Hampshire",36107,31974
33,011,"Hillsborough County, New Hampshire",167732,155605
33,013,"Merrimack County, New Hampshire",60445,55213
33,015,"Rockingham County, New Hampshire",126588,119668
33,017,"Strafford County, New Hampshire",51684,47458
33,019,"Sullivan County, New Hampshire",16079,13980
34,001,"Atlantic County, New Jersey",108712,98625
34,003,"Bergen County, New Jersey",353307,332236
34,005,"Burlington County, New Jersey",176046,165892
34,007,"Camden County, New Jersey",200569,183240
34,009,"Cape May County, New Jersey",44369,40697
34,011,"Cumberland County, New Jersey",53341,46828
34,013,"Essex County, New Jersey",317473,278881
34,015,"Gloucester County, New Jersey",111796,102841
34,017,"Hudson County, New Jersey",295552,269301
34,019,"Hunterdon County, New Jersey",50322,47621
34,021,"Mercer County, New Jersey",141464,127727
34,023,"Middlesex County, New Jersey",305610,284961
34,025,"Monmouth County, New Jersey",250195,233288
34,027,"Morris County, New Jersey",191840,181919
34,029,"Ocean County, New Jersey",241521,212071
34,031,"Passaic County, New Jersey",177964,163104
34,033,"Salem County, New Jersey",24881,22134
34,035,"Somerset County, New Jersey",129459,123640
34,037,"Sussex County, New Jersey",57328,54051
34,039,"Union County, New Jersey",201663,186248
34,041,"Warren County, New Jersey",44943,41115
35,001,"Bernalillo County, New Mexico",283609,250983
35,003,"Catron County, New Mexico",1645,1088
35,005,"Chaves County, New Mexico",23605,18497
35,006,"Cibola County, New Mexico",8353,6132
35,007,"Colfax County, New Mexico",5413,4232
35,009,"Curry County, New Mexico",18471,16256
35,011,"De Baca County, New Mexico",727,557
35,013,"Doña Ana County, New Mexico",83530,73770
35,015,"Eddy County, New Mexico",23245,19883
35,017,"Grant County, New Mexico",11069,9398
35,019,"Guadalupe County, New Mexico",1451,1130
35,021,"Harding County, New Mexico",282,188
35,023,"Hidalgo County, New Mexico",1501,1190
35,025,"Lea County, New Mexico",24568,20803
35,027,"Lincoln County, New Mexico",9376,7805
35,028,"Los Alamos County, New Mexico",8211,7771
35,029,"Luna County, New Mexico",9082,7235
35,031,"McKinley County, New Mexico",21088,12244
35,033,"Mora County, New Mexico",1991,1158
35,035,"Otero County, New Mexico",24285,21480
35,037,"Quay County, New Mexico",4102,2901
35,039,"Rio Arriba County, New Mexico",14980,10705
35,041,"Roosevelt County, New Mexico",7211,6181
35,043,"Sandoval County, New Mexico",55741,49670
35,045,"San Juan County, New Mexico",41053,28444
35,047,"San Miguel County, New Mexico",11924,9114
35,049,"Santa Fe County, New Mexico",69348,61210
35,051,"Sierra County, New Mexico",5419,4425
35,053,"Socorro County, New Mexico",5222,3141
35,055,"Taos County, New Mexico",14459,12216
35,057,"Torrance County, New Mexico",5774,4548
35,059,"Union County, New Mexico",1504,1252
35,061,"Valencia County, New Mexico",26782,21505
36,001,"Albany County, New York",132728,118845
36,003,"Allegany County, New York",17057,14534
36,005,"Bronx County, New York",530067,452741
36,007,"Broome County, New York",81781,72430
36,009,"Cattaraugus County, New York",31822,26038
36,011,"Cayuga County, New York",31334,27339
36,013,"Chautauqua County, New York",53602,46261
36,015,"Chemung County, New York",34916,30401
36,017,"Chenango County, New York",19800,17464
36,019,"Clinton County, New York",33276,28972
36,021,"Columbia County, New York",26098,23082
36,023,"Cortland County, New York",18768,16384
36,025,"Delaware County, New York",18947,16341
36,027,"Dutchess County, New York",115184,106839
36,029,"Erie County, New York",408711,364518
36,031,"Essex County, New York",16039,14358
36,033,"Franklin County, New York",19234,16338
36,035,"Fulton County, New York",22607,19738
36,037,"Genesee County, New York",24769,22034
36,039,"Greene County, New York",18188,15419
36,041,"Hamilton County, New York",2111,1868
36,043,"Herkimer County, New York",25426,22337
36,045,"Jefferson County, New York",46701,41840
36,047,"Kings County, New York",1009596,888605
36,049,"Lewis County, New York",10958,9336
36,051,"Livingston County, New York",24329,21432
36,053,"Madison County, New York",25563,22512
36,055,"Monroe County, New York",316506,283203
36,057,"Montgomery County, New York",19234,15983
36,059,"Nassau County, New York",456076,427561
36,061,"New York County, New York",775376,707255
36,063,"Niagara County, New York",91493,81327
36,065,"Oneida County, New York",94361,83036
36,067,"Onondaga County, New York",194963,174885
36,069,"Ontario County, New York",47684,43179
