fips_code,county_name,state_name,pop25,pop_25plus_highschool_plus,pop_25plus_bachelor_plus
23027,Waldo County,Maine,29958,28072,10431
23029,Washington County,Maine,23195,21144,5778
23031,York County,Maine,160755,152872,55574
24001,Allegany County,Maryland,47932,43007,10125
24003,Anne Arundel County,Maryland,411412,385820,186124
24005,Baltimore County,Maryland,588072,539254,243592
24009,Calvert County,Maryland,64751,61454,22833
24011,Caroline County,Maryland,22836,19184,4013
24013,Carroll County,Maryland,121441,115216,48262
24015,Cecil County,Maryland,72901,66735,19611
24017,Charles County,Maryland,114192,107711,36128
24019,Dorchester County,Maryland,23463,20370,4412
24021,Frederick County,Maryland,191495,178889,85948
24023,Garrett County,Maryland,21498,19316,5297
24025,Harford County,Maryland,183637,173772,72505
24027,Howard County,Maryland,227341,216545,146579
24029,Kent County,Maryland,13934,12792,5284
24031,Montgomery County,Maryland,733108,668946,441960
24033,Prince George's County,Maryland,656475,569417,236848
24035,Queen Anne's County,Maryland,36635,34288,13639
24037,St. Mary's County,Maryland,76783,70924,26951
24039,Somerset County,Maryland,17007,14448,2913
24041,Talbot County,Maryland,28510,26220,11782
24043,Washington County,Maryland,108578,96282,25539
24045,Wicomico County,Maryland,65996,58999,19229
24047,Worcester County,Maryland,40516,37962,13238
24510,Baltimore city,Maryland,404300,352561,143233
25001,Barnstable County,Massachusetts,182012,175428,86284
25003,Berkshire County,Massachusetts,95763,89726,36639
25005,Bristol County,Massachusetts,409203,352929,125347
25007,Dukes County,Massachusetts,15944,15186,7817
25009,Essex County,Massachusetts,566863,510971,239863
25011,Franklin County,Massachusetts,54162,50870,21828
25013,Hampden County,Massachusetts,319878,278861,92525
25015,Hampshire County,Massachusetts,99992,95477,51116
25017,Middlesex County,Massachusetts,1149018,1073596,677768
25019,Nantucket County,Massachusetts,10450,10031,6101
25021,Norfolk County,Massachusetts,512818,483892,295617
25023,Plymouth County,Massachusetts,376169,350723,155019
25025,Suffolk County,Massachusetts,550949,482671,274881
25027,Worcester County,Massachusetts,602409,550060,235094
26001,Alcona County,Michigan,8524,7918,1760
26003,Alger County,Michigan,6838,6402,1385
26005,Allegan County,Michigan,83257,76640,21702
26007,Alpena County,Michigan,21587,20097,3829
26009,Antrim County,Michigan,18239,17217,6263
26011,Arenac County,Michigan,11340,10050,1792
26013,Baraga County,Michigan,6211,5720,1001
26015,Barry County,Michigan,44508,41430,10796
26017,Bay County,Michigan,75148,69008,16084
26019,Benzie County,Michigan,13942,13094,4788
26021,Berrien County,Michigan,107940,99653,32651
26023,Branch County,Michigan,31025,27503,5242
26025,Calhoun County,Michigan,91704,83372,20362
26027,Cass County,Michigan,37042,33410,7987
26029,Charlevoix County,Michigan,19712,18789,6676
26031,Cheboygan County,Michigan,19972,17913,4583
26033,Chippewa County,Michigan,25566,23735,5587
26035,Clare County,Michigan,22951,20238,2981
26037,Clinton County,Michigan,55694,53197,19067
26039,Crawford County,Michigan,10183,9311,2057
26041,Delta County,Michigan,27241,25180,5453
26043,Dickinson County,Michigan,19091,18287,4643
26045,Eaton County,Michigan,77718,73453,23631
26047,Emmet County,Michigan,25356,24345,10204
26049,Genesee County,Michigan,280372,254834,64032
26051,Gladwin County,Michigan,19118,16999,2953
26053,Gogebic County,Michigan,11206,10738,2455
26055,Grand Traverse County,Michigan,69715,66317,28070
26057,Gratiot County,Michigan,28534,26213,5427
26059,Hillsdale County,Michigan,31507,28512,6500
26061,Houghton County,Michigan,21761,20568,7964
26063,Huron County,Michigan,23155,21276,4080
26065,Ingham County,Michigan,174916,163545,72158
26067,Ionia County,Michigan,46581,42559,8395
26069,Iosco County,Michigan,19626,17482,3450
26071,Iron County,Michigan,9028,8436,1858
26073,Isabella County,Michigan,36281,33361,11176
26075,Jackson County,Michigan,112371,104267,25833
26077,Kalamazoo County,Michigan,166047,156631,67819
26079,Kalkaska County,Michigan,13234,11901,2414
26081,Kent County,Michigan,441121,407080,174824
26083,Keweenaw County,Michigan,1777,1733,774
26085,Lake County,Michigan,9622,7949,1202
26087,Lapeer County,Michigan,64087,59173,12692
26089,Leelanau County,Michigan,17822,17213,8892
26091,Lenawee County,Michigan,69514,63520,15483
26093,Livingston County,Michigan,139858,134475,54825
26095,Luce County,Michigan,4867,4514,940
26097,Mackinac County,Michigan,8566,7896,2010
26099,Macomb County,Michigan,625998,568126,170079
26101,Manistee County,Michigan,19338,17463,4523
26103,Marquette County,Michigan,44438,42440,15923
26105,Mason County,Michigan,21421,19999,5362
26107,Mecosta County,Michigan,26780,24566,6085
26109,Menominee County,Michigan,17519,16186,3152
26111,Midland County,Michigan,59550,56593,21646
26113,Missaukee County,Michigan,10763,9800,1932
26115,Monroe County,Michigan,110422,101318,25849
26117,Montcalm County,Michigan,47694,42093,7100
26119,Montmorency County,Michigan,7426,6640,1190
26121,Muskegon County,Michigan,121409,112296,26037
26123,Newaygo County,Michigan,35668,32011,6565
26125,Oakland County,Michigan,911236,865050,457515
26127,Oceana County,Michigan,18996,17209,3985
26129,Ogemaw County,Michigan,15728,14104,2497
26131,Ontonagon County,Michigan,4873,4586,813
26133,Osceola County,Michigan,16339,14649,2672
26135,Oscoda County,Michigan,6217,5354,923
26137,Otsego County,Michigan,18308,17199,4732
26139,Ottawa County,Michigan,190082,178875,71321
26141,Presque Isle County,Michigan,10394,9539,2095
26143,Roscommon County,Michigan,19060,17306,3873
26145,Saginaw County,Michigan,131119,119407,30743
26147,St. Clair County,Michigan,115061,105962,23387
26149,St. Joseph County,Michigan,41260,35610,7066
26151,Sanilac County,Michigan,29049,26347,4643
26153,Schoolcraft County,Michigan,6221,5582,1285
26155,Shiawassee County,Michigan,48611,45047,9474
26157,Tuscola County,Michigan,38592,35582,5994
26159,Van Buren County,Michigan,52546,46678,12024
26161,Washtenaw County,Michigan,235668,225699,136995
26163,Wayne County,Michigan,1204462,1058716,323849
26165,Wexford County,Michigan,23729,21364,5025
27001,Aitkin County,Minnesota,12520,11714,2373
27003,Anoka County,Minnesota,251574,237022,79650
27005,Becker County,Minnesota,24432,22799,6728
27007,Beltrami County,Minnesota,28895,26813,9330
27009,Benton County,Minnesota,27562,25446,6752
27011,Big Stone County,Minnesota,3726,3476,795
27013,Blue Earth County,Minnesota,40829,38779,14080
27015,Brown County,Minnesota,17753,16488,4295
27017,Carlton County,Minnesota,25810,24138,6581
27019,Carver County,Minnesota,72178,69516,36434
27021,Cass County,Minnesota,22635,21377,5758
27023,Chippewa County,Minnesota,8498,7657,1669
27025,Chisago County,Minnesota,40348,38559,9679
27027,Clay County,Minnesota,40183,38174,15690
27029,Clearwater County,Minnesota,5840,5170,1067
27031,Cook County,Minnesota,4481,4360,2045
27033,Cottonwood County,Minnesota,7746,7158,1772
27035,Crow Wing County,Minnesota,48841,46188,13957
27037,Dakota County,Minnesota,301129,287575,134328
27039,Dodge County,Minnesota,14012,13305,4168
27041,Douglas County,Minnesota,28182,27062,8183
27043,Faribault County,Minnesota,9907,9119,2136
27045,Fillmore County,Minnesota,14672,13620,3481
27047,Freeborn County,Minnesota,21915,19694,3964
27049,Goodhue County,Minnesota,33956,31805,9473
27051,Grant County,Minnesota,4325,4078,824
27053,Hennepin County,Minnesota,886171,832690,472558
27055,Houston County,Minnesota,13450,12701,3765
27057,Hubbard County,Minnesota,15819,14960,4818
27059,Isanti County,Minnesota,29157,26910,5716
27061,Itasca County,Minnesota,33043,31276,8309
27063,Jackson County,Minnesota,7123,6688,1774
27065,Kanabec County,Minnesota,11586,10562,1828
27067,Kandiyohi County,Minnesota,29593,26879,8019
27069,Kittson County,Minnesota,2965,2843,830
27071,Koochiching County,Minnesota,9055,8467,1841
27073,Lac qui Parle County,Minnesota,4842,4609,1070
27075,Lake County,Minnesota,8221,7659,2119
27077,Lake of the Woods County,Minnesota,2844,2733,609
27079,Le Sueur County,Minnesota,20179,19176,5124
27081,Lincoln County,Minnesota,3942,3716,962
27083,Lyon County,Minnesota,16388,15053,4695
27085,McLeod County,Minnesota,25760,24083,5047
27087,Mahnomen County,Minnesota,3255,2823,465
27089,Marshall County,Minnesota,6300,5845,1189
27091,Martin County,Minnesota,14061,13312,3345
27093,Meeker County,Minnesota,16043,15033,3267
27095,Mille Lacs County,Minnesota,18707,17079,3284
27097,Morrison County,Minnesota,23834,22125,4526
27099,Mower County,Minnesota,26547,23810,6230
27101,Murray County,Minnesota,5804,5274,1388
27103,Nicollet County,Minnesota,22480,21347,8021
27105,Nobles County,Minnesota,13741,10690,2433
27107,Norman County,Minnesota,4471,4174,934
27109,Olmsted County,Minnesota,110876,105369,53802
27111,Otter Tail County,Minnesota,43176,40571,11817
27113,Pennington County,Minnesota,9661,9136,1868
27115,Pine County,Minnesota,21823,19944,3568
27117,Pipestone County,Minnesota,6258,5798,1350
27119,Polk County,Minnesota,20822,19409,5851
27121,Pope County,Minnesota,8239,7820,1965
27123,Ramsey County,Minnesota,366925,335643,167013
27125,Red Lake County,Minnesota,2740,2614,483
27127,Redwood County,Minnesota,10451,9681,2173
27129,Renville County,Minnesota,10184,9323,1873
27131,Rice County,Minnesota,43116,40088,12805
27133,Rock County,Minnesota,6548,6112,1724
27135,Roseau County,Minnesota,10547,9805,2161
27137,St. Louis County,Minnesota,138126,131198,44892
27139,Scott County,Minnesota,100180,95124,43155
27141,Sherburne County,Minnesota,65315,61647,18370
27143,Sibley County,Minnesota,10464,9681,1943
27145,Stearns County,Minnesota,98702,91583,28217
27147,Steele County,Minnesota,25443,23828,7552
27149,Stevens County,Minnesota,5820,5422,1791
27151,Swift County,Minnesota,6743,6372,1548
27153,Todd County,Minnesota,17615,15668,2670
27155,Traverse County,Minnesota,2297,2176,401
27157,Wabasha County,Minnesota,15460,14672,4107
27159,Wadena County,Minnesota,9467,8650,1656
27161,Waseca County,Minnesota,13157,12219,2753
27163,Washington County,Minnesota,185385,178442,90613
27165,Watonwan County,Minnesota,7477,6608,1360
27167,Wilkin County,Minnesota,4483,4189,965
27169,Winona County,Minnesota,31206,29287,10004
27171,Wright County,Minnesota,94958,90162,32294
27173,Yellow Medicine County,Minnesota,6596,6104,1252
28001,Adams County,Mississippi,20322,16992,3923
28003,Alcorn County,Mississippi,24035,20051,4431
28005,Amite County,Mississippi,9079,7903,725
28007,Attala County,Mississippi,11695,9965,1844
28009,Benton County,Mississippi,5441,4404,659
28011,Bolivar County,Mississippi,19773,16459,5250
28013,Calhoun County,Mississippi,9193,7264,1202
28015,Carroll County,Mississippi,7457,5967,1379
28017,Chickasaw County,Mississippi,11340,9147,1406
28019,Choctaw County,Mississippi,5742,4929,1067
28021,Claiborne County,Mississippi,5164,4322,1062
28023,Clarke County,Mississippi,10768,9301,1627
28025,Clay County,Mississippi,12697,10509,2312
28027,Coahoma County,Mississippi,13108,10745,2487
28029,Copiah County,Mississippi,18429,15913,3746
28031,Covington County,Mississippi,12230,10360,1946
28033,DeSoto County,Mississippi,124580,113909,35276
28035,Forrest County,Mississippi,47403,43060,13966
28037,Franklin County,Mississippi,5303,4603,958
28039,George County,Mississippi,16217,14252,2780
28041,Greene County,Mississippi,10129,8168,1207
28043,Grenada County,Mississippi,14593,12327,3453
28045,Hancock County,Mississippi,33810,30342,8314
28047,Harrison County,Mississippi,141046,125762,35927
28049,Hinds County,Mississippi,145887,129045,45311
28051,Holmes County,Mississippi,10639,8770,1460
28053,Humphreys County,Mississippi,4992,3840,969
28055,Issaquena County,Mississippi,954,642,42
28057,Itawamba County,Mississippi,16191,13796,2391
28059,Jackson County,Mississippi,99860,88638,24864
28061,Jasper County,Mississippi,11203,10035,1456
28063,Jefferson County,Mississippi,4801,3877,957
28065,Jefferson Davis County,Mississippi,7974,6983,1080
28067,Jones County,Mississippi,43745,38096,8760
28069,Kemper County,Mississippi,5991,4767,1064
28071,Lafayette County,Mississippi,33054,30384,14636
28073,Lamar County,Mississippi,43814,40036,14563
28075,Lauderdale County,Mississippi,49147,41882,10664
28077,Lawrence County,Mississippi,7854,6448,997
28079,Leake County,Mississippi,14228,11699,2525
28081,Lee County,Mississippi,55320,48577,15904
28083,Leflore County,Mississippi,17170,14219,3432
28085,Lincoln County,Mississippi,23996,20889,4417
28087,Lowndes County,Mississippi,38700,34083,10277
28089,Madison County,Mississippi,74085,68291,36191
28091,Marion County,Mississippi,16773,13845,2093
28093,Marshall County,Mississippi,23588,19246,3428
28095,Monroe County,Mississippi,23694,20211,3885
28097,Montgomery County,Mississippi,6709,5461,1382
28099,Neshoba County,Mississippi,18385,15118,3005
28101,Newton County,Mississippi,13639,11719,2391
28103,Noxubee County,Mississippi,6747,5393,752
28105,Oktibbeha County,Mississippi,26340,23969,12053
28107,Panola County,Mississippi,21956,18376,3402
28109,Pearl River County,Mississippi,38957,34210,6217
28111,Perry County,Mississippi,7859,6974,895
28113,Pike County,Mississippi,25767,21377,4091
28115,Pontotoc County,Mississippi,20578,16228,3645
28117,Prentiss County,Mississippi,16624,13941,3085
28119,Quitman County,Mississippi,4068,3125,620
28121,Rankin County,Mississippi,110063,99429,36086
28123,Scott County,Mississippi,17571,13820,2123
28125,Sharkey County,Mississippi,2441,1977,377
28127,Simpson County,Mississippi,17574,14365,2900
28129,Smith County,Mississippi,9756,8029,1370
28131,Stone County,Mississippi,12183,10717,1777
28133,Sunflower County,Mississippi,17323,13125,2928
28135,Tallahatchie County,Mississippi,8650,7014,1031
28137,Tate County,Mississippi,18308,15467,3830
28139,Tippah County,Mississippi,14282,11679,2337
28141,Tishomingo County,Mississippi,13387,11150,2193
28143,Tunica County,Mississippi,6009,4920,965
28145,Union County,Mississippi,18550,14575,3170
28147,Walthall County,Mississippi,9376,7504,1234
28149,Warren County,Mississippi,29707,26158,7864
28151,Washington County,Mississippi,28883,22878,5931
28153,Wayne County,Mississippi,12731,10690,2127
28155,Webster County,Mississippi,6783,5714,1363
28157,Wilkinson County,Mississippi,6068,5310,703
28159,Winston County,Mississippi,12132,10146,2252
28161,Yalobusha County,Mississippi,8972,7551,1106
28163,Yazoo County,Mississippi,18706,13970,2479
29001,Adair County,Missouri,14032,13012,4918
29003,Andrew County,Missouri,12744,11980,3431
29005,Atchison County,Missouri,3824,3512,843
29007,Audrain County,Missouri,17171,15187,2768
29009,Barry County,Missouri,24438,20814,3270
29011,Barton County,Missouri,8053,6930,1446
29013,Bates County,Missouri,11151,9925,1703
29015,Benton County,Missouri,15379,13702,2336
29017,Bollinger County,Missouri,7549,6510,1070
29019,Boone County,Missouri,112910,106794,57589
29021,Buchanan County,Missouri,57200,51366,13354
29023,Butler County,Missouri,28999,24499,4416
29025,Caldwell County,Missouri,6091,5531,1120
29027,Callaway County,Missouri,30990,28106,7860
29029,Camden County,Missouri,33359,30809,8160
29031,Cape Girardeau County,Missouri,53041,49236,17967
29033,Carroll County,Missouri,5964,5347,1207
29035,Carter County,Missouri,3568,3040,476
29037,Cass County,Missouri,75203,70439,21696
29039,Cedar County,Missouri,9996,8808,1775
29041,Chariton County,Missouri,5172,4721,1002
29043,Christian County,Missouri,61825,57711,20138
29045,Clark County,Missouri,4675,4207,573
29047,Clay County,Missouri,174748,165004,62919
29049,Clinton County,Missouri,14795,13866,3363
29051,Cole County,Missouri,53251,49845,19952
29053,Cooper County,Missouri,11562,10485,2779
29055,Crawford County,Missouri,16141,13711,2060
29057,Dade County,Missouri,5551,5049,844
29059,Dallas County,Missouri,12044,10877,1782
29061,Daviess County,Missouri,5688,4873,1047
29063,DeKalb County,Missouri,8227,7316,1219
29065,Dent County,Missouri,10259,8785,1859
29067,Douglas County,Missouri,8471,7084,1315
29069,Dunklin County,Missouri,18350,14678,2319
29071,Franklin County,Missouri,73755,67153,16933
29073,Gasconade County,Missouri,10708,9624,1987
29075,Gentry County,Missouri,4219,3730,864
29077,Greene County,Missouri,198758,185530,64453
29079,Grundy County,Missouri,6621,5655,1053
29081,Harrison County,Missouri,5579,5062,980
29083,Henry County,Missouri,15686,14126,2530
29085,Hickory County,Missouri,6437,5662,772
29087,Holt County,Missouri,3105,2870,636
29089,Howard County,Missouri,6508,5831,1821
29091,Howell County,Missouri,27344,23498,4790
29093,Iron County,Missouri,6864,5897,1257
29095,Jackson County,Missouri,488711,448069,163508
29097,Jasper County,Missouri,81223,72097,20425
29099,Jefferson County,Missouri,159108,145506,37574
29101,Johnson County,Missouri,32170,29964,9362
29103,Knox County,Missouri,2510,2080,424
29105,Laclede County,Missouri,24584,21103,3849
29107,Lafayette County,Missouri,22971,20858,5609
29109,Lawrence County,Missouri,25537,21835,4237
29111,Lewis County,Missouri,6313,5521,1044
29113,Lincoln County,Missouri,41568,37863,7663
29115,Linn County,Missouri,8176,7479,1641
29117,Livingston County,Missouri,10108,8893,1851
29119,McDonald County,Missouri,15617,12703,2096
29121,Macon County,Missouri,10488,9615,1938
29123,Madison County,Missouri,8769,7724,1344
29125,Maries County,Missouri,6129,5276,981
29127,Marion County,Missouri,19284,17424,4964
29129,Mercer County,Missouri,2380,2157,427
29131,Miller County,Missouri,17348,15535,3639
29133,Mississippi County,Missouri,8531,6989,1200
29135,Moniteau County,Missouri,10300,8906,1771
29137,Monroe County,Missouri,6169,5545,1071
29139,Montgomery County,Missouri,7997,7078,1319
29141,Morgan County,Missouri,15093,12082,2249
29143,New Madrid County,Missouri,11053,9217,1465
29145,Newton County,Missouri,40242,35951,9257
29147,Nodaway County,Missouri,12529,11800,3207
29149,Oregon County,Missouri,6126,5325,884
29151,Osage County,Missouri,9056,8332,2247
29153,Ozark County,Missouri,6650,5542,823
29155,Pemiscot County,Missouri,9972,8310,1273
29157,Perry County,Missouri,13112,11526,2892
29159,Pettis County,Missouri,28676,25016,5342
29161,Phelps County,Missouri,28307,25928,8929
29163,Pike County,Missouri,12278,10721,2039
29165,Platte County,Missouri,74825,72356,34120
29167,Polk County,Missouri,21052,18689,4425
29169,Pulaski County,Missouri,29423,27673,8208
29171,Putnam County,Missouri,3406,3197,657
29173,Ralls County,Missouri,7521,6853,1318
29175,Randolph County,Missouri,17133,15377,2929
29177,Ray County,Missouri,16208,14625,2437
29179,Reynolds County,Missouri,4484,3612,692
29181,Ripley County,Missouri,7517,6291,972
29183,St. Charles County,Missouri,283062,270187,120012
29185,St. Clair County,Missouri,6877,6047,940
29186,Ste. Genevieve County,Missouri,13196,12236,2430
29187,St. Francois County,Missouri,47054,40805,7521
29189,St. Louis County,Missouri,692473,653857,324957
29195,Saline County,Missouri,14750,12919,3840
29197,Schuyler County,Missouri,2620,2456,279
29199,Scotland County,Missouri,2948,2311,427
29201,Scott County,Missouri,25707,22218,5572
29203,Shannon County,Missouri,5129,4440,747
29205,Shelby County,Missouri,4165,3747,750
29207,Stoddard County,Missouri,20021,16491,3279
29209,Stone County,Missouri,24642,22618,5665
29211,Sullivan County,Missouri,4147,3560,609
29213,Taney County,Missouri,38820,35211,9852
29215,Texas County,Missouri,17735,15189,2794
29217,Vernon County,Missouri,13392,11811,2415
29219,Warren County,Missouri,25145,22439,4924
29221,Washington County,Missouri,16388,13632,2031
29223,Wayne County,Missouri,8035,6486,881
29225,Webster County,Missouri,25730,22766,4795
29227,Worth County,Missouri,1398,1311,246
29229,Wright County,Missouri,12419,10285,1771
29510,St. Louis city,Missouri,212920,192638,85539
30001,Beaverhead County,Montana,6725,6255,2388
30003,Big Horn County,Montana,7482,6618,1562
30005,Blaine County,Montana,4326,3918,1118
30007,Broadwater County,Montana,5492,4996,1447
30009,Carbon County,Montana,8369,8094,2534
30011,Carter County,Montana,1020,952,207
30013,Cascade County,Montana,58110,54564,16699
30015,Chouteau County,Montana,4150,3830,939
30017,Custer County,Montana,8602,8147,2563
30019,Daniels County,Montana,1137,1099,313
30021,Dawson County,Montana,6247,5893,1595
30023,Deer Lodge County,Montana,7582,7036,1689
30025,Fallon County,Montana,1840,1784,304
30027,Fergus County,Montana,8483,7994,2016
30029,Flathead County,Montana,77668,74268,27987
30031,Gallatin County,Montana,79165,76920,42070
30033,Garfield County,Montana,666,642,142
30035,Glacier County,Montana,8319,7119,1502
30037,Golden Valley County,Montana,670,597,127
30039,Granite County,Montana,2568,2387,802
30041,Hill County,Montana,10023,9143,2564
30043,Jefferson County,Montana,9184,8631,3001
30045,Judith Basin County,Montana,1486,1398,420
30047,Lake County,Montana,22595,21011,6895
30049,Lewis and Clark County,Montana,51519,48866,22056
30051,Liberty County,Montana,1331,1080,364
30053,Lincoln County,Montana,15915,14623,2872
30055,McCone County,Montana,1362,1314,291
30057,Madison County,Montana,7063,6737,2425
30059,Meagher County,Montana,1531,1462,437
30061,Mineral County,Montana,3593,3353,955
30063,Missoula County,Montana,82294,79478,37768
30065,Musselshell County,Montana,3812,3445,836
30067,Park County,Montana,13590,13140,5176
30069,Petroleum County,Montana,328,324,89
30071,Phillips County,Montana,3032,2891,625
30073,Pondera County,Montana,4156,3607,811
30075,Powder River County,Montana,1344,1203,339
30077,Powell County,Montana,5528,5149,1052
30079,Prairie County,Montana,953,843,191
30081,Ravalli County,Montana,34537,32206,10286
30083,Richland County,Montana,7568,7283,1469
30085,Roosevelt County,Montana,6138,5636,1219
30087,Rosebud County,Montana,5163,4717,975
30089,Sanders County,Montana,9912,9141,2137
30091,Sheridan County,Montana,2645,2419,652
30093,Silver Bow County,Montana,24383,22922,6756
30095,Stillwater County,Montana,6598,6141,1964
30097,Sweet Grass County,Montana,2640,2544,609
30099,Teton County,Montana,4301,3910,1113
30101,Toole County,Montana,3630,3129,781
30103,Treasure County,Montana,607,576,199
30105,Valley County,Montana,5386,5098,1159
30107,Wheatland County,Montana,1501,1390,267
30109,Wibaux County,Montana,782,761,202
30111,Yellowstone County,Montana,115284,109829,39107
31001,Adams County,Nebraska,20436,18774,5889
31003,Antelope County,Nebraska,4302,4005,857
31005,Arthur County,Nebraska,336,329,110
31007,Banner County,Nebraska,524,474,171
31009,Blaine County,Nebraska,301,289,77
31011,Boone County,Nebraska,3728,3497,704
31013,Box Butte County,Nebraska,7412,6845,1488
31015,Boyd County,Nebraska,1298,1242,254
31017,Brown County,Nebraska,1967,1815,417
31019,Buffalo County,Nebraska,31365,29316,10864
31021,Burt County,Nebraska,4769,4398,1227
31023,Butler County,Nebraska,5815,5337,1467
31025,Cass County,Nebraska,18637,17852,5942
31027,Cedar County,Nebraska,5579,5364,1394
31029,Chase County,Nebraska,2515,2226,606
31031,Cherry County,Nebraska,3858,3759,934
31033,Cheyenne County,Nebraska,6681,6208,1476
31035,Clay County,Nebraska,4186,3941,957
31037,Colfax County,Nebraska,6535,5014,921
31039,Cuming County,Nebraska,6048,5569,1501
31041,Custer County,Nebraska,7318,6880,1875
31043,Dakota County,Nebraska,13152,10665,1989
31045,Dawes County,Nebraska,5093,4874,1791
31047,Dawson County,Nebraska,15395,11982,2700
31049,Deuel County,Nebraska,1378,1258,310
31051,Dixon County,Nebraska,3731,3144,886
31053,Dodge County,Nebraska,24510,21864,5281
31055,Douglas County,Nebraska,383464,350796,161962
31057,Dundy County,Nebraska,1280,1218,298
31059,Fillmore County,Nebraska,4121,3901,904
31061,Franklin County,Nebraska,2129,2005,426
31063,Frontier County,Nebraska,1732,1609,452
31065,Furnas County,Nebraska,3271,2962,728
31067,Gage County,Nebraska,15189,14088,3361
31069,Garden County,Nebraska,1246,1186,258
31071,Garfield County,Nebraska,1273,1215,416
31073,Gosper County,Nebraska,1458,1393,420
31075,Grant County,Nebraska,476,441,140
31077,Greeley County,Nebraska,1534,1434,283
31079,Hall County,Nebraska,39989,33869,8443
31081,Hamilton County,Nebraska,6444,6256,1906
31083,Harlan County,Nebraska,2122,1963,513
31085,Hayes County,Nebraska,640,606,102
31087,Hitchcock County,Nebraska,1841,1716,364
31089,Holt County,Nebraska,6889,6410,1861
31091,Hooker County,Nebraska,429,402,89
31093,Howard County,Nebraska,4458,4246,1024
31095,Jefferson County,Nebraska,5036,4689,992
31097,Johnson County,Nebraska,3757,3321,713
31099,Kearney County,Nebraska,4598,4323,1513
31101,Keith County,Nebraska,6076,5516,1297
31103,Keya Paha County,Nebraska,630,610,162
31105,Kimball County,Nebraska,2506,2236,358
31107,Knox County,Nebraska,5737,5321,1129
31109,Lancaster County,Nebraska,203065,189840,83408
31111,Lincoln County,Nebraska,23786,22226,4856
31113,Logan County,Nebraska,550,540,147
31115,Loup County,Nebraska,420,420,109
31117,McPherson County,Nebraska,332,320,81
31119,Madison County,Nebraska,23235,21422,5459
31121,Merrick County,Nebraska,5410,4999,950
31123,Morrill County,Nebraska,3149,2862,687
31125,Nance County,Nebraska,2326,2155,428
31127,Nemaha County,Nebraska,4619,4131,1347
31129,Nuckolls County,Nebraska,3092,2849,824
31131,Otoe County,Nebraska,11037,10317,3000
31133,Pawnee County,Nebraska,1757,1544,358
31135,Perkins County,Nebraska,1975,1830,508
31137,Phelps County,Nebraska,6106,5621,1633
31139,Pierce County,Nebraska,4947,4670,1134
31141,Platte County,Nebraska,22390,20104,5393
31143,Polk County,Nebraska,3633,3390,675
31145,Red Willow County,Nebraska,7214,6878,1878
31147,Richardson County,Nebraska,5577,5113,1248
31149,Rock County,Nebraska,940,886,273
31151,Saline County,Nebraska,9157,7310,1843
31153,Sarpy County,Nebraska,125711,120272,52633
31155,Saunders County,Nebraska,15546,14938,4711
31157,Scotts Bluff County,Nebraska,24353,21794,6308
31159,Seward County,Nebraska,11078,10515,3503
31161,Sheridan County,Nebraska,3625,3262,788
31163,Sherman County,Nebraska,2138,1952,403
31165,Sioux County,Nebraska,842,803,211
31167,Stanton County,Nebraska,4005,3812,895
31169,Thayer County,Nebraska,3488,3294,803
31171,Thomas County,Nebraska,505,470,136
31173,Thurston County,Nebraska,3694,3412,748
31175,Valley County,Nebraska,2909,2745,804
31177,Washington County,Nebraska,14367,13785,5246
31179,Wayne County,Nebraska,5459,5192,1603
31181,Webster County,Nebraska,2409,2263,527
31183,Wheeler County,Nebraska,632,618,187
31185,York County,Nebraska,9584,8793,2287
32001,Churchill County,Nevada,17734,16319,3300
32003,Clark County,Nevada,1592547,1382552,434902
32005,Douglas County,Nevada,39243,36787,12578
32007,Elko County,Nevada,34999,30524,6138
32009,Esmeralda County,Nevada,864,668,208
32011,Eureka County,Nevada,1114,1064,202
32013,Humboldt County,Nevada,11375,9923,2252
32015,Lander County,Nevada,3887,3469,644
32017,Lincoln County,Nevada,3197,3008,607
32019,Lyon County,Nevada,44055,38623,7580
32021,Mineral County,Nevada,3278,2974,376
32023,Nye County,Nevada,41440,35910,5252
32027,Pershing County,Nevada,4942,4232,462
32029,Storey County,Nevada,3348,3009,1059
32031,Washoe County,Nevada,345226,306177,114556
32033,White Pine County,Nevada,6663,5883,943
32510,Carson City,Nevada,42169,37570,10334
33001,Belknap County,New Hampshire,48814,45791,15901
33003,Carroll County,New Hampshire,40696,38895,15788
33005,Cheshire County,New Hampshire,55245,51924,19510
33007,Coos County,New Hampshire,24497,21933,4941
33009,Grafton County,New Hampshire,65956,61929,29573
33011,Hillsborough County,New Hampshire,304990,283597,123888
33013,Merrimack County,New Hampshire,112062,105019,42673
33015,Rockingham County,New Hampshire,235035,225879,105250
33017,Strafford County,New Hampshire,89069,84310,34287
33019,Sullivan County,New Hampshire,32858,29948,10027
34001,Atlantic County,New Jersey,192800,171315,60079
34003,Bergen County,New Jersey,678249,630189,356861
34005,Burlington County,New Jersey,332056,313461,139451
34007,Camden County,New Jersey,362628,325766,127919
34009,Cape May County,New Jersey,72614,68721,27192
34011,Cumberland County,New Jersey,103020,83726,18484
34013,Essex County,New Jersey,575988,499938,218230
34015,Gloucester County,New Jersey,209605,197021,75003
34017,Hudson County,New Jersey,514663,452333,246539
34019,Hunterdon County,New Jersey,94312,90355,53286
34021,Mercer County,New Jersey,259529,233383,116529
34023,Middlesex County,New Jersey,594249,530668,268170
34025,Monmouth County,New Jersey,455451,428967,230464
34027,Morris County,New Jersey,362347,344618,207434
