fips_code,county_name,state_name,pct_households_owner_occupied,pct_households_renter_occupied
26011,Arenac County,Michigan,85.7,14.3
26013,Baraga County,Michigan,77.0,23.0
26015,Barry County,Michigan,86.1,13.9
26017,Bay County,Michigan,76.4,23.6
26019,Benzie County,Michigan,87.8,12.2
26021,Berrien County,Michigan,72.8,27.2
26023,Branch County,Michigan,77.5,22.5
26025,Calhoun County,Michigan,72.4,27.6
26027,Cass County,Michigan,80.5,19.5
26029,Charlevoix County,Michigan,82.7,17.3
26031,Cheboygan County,Michigan,85.0,15.0
26033,Chippewa County,Michigan,73.7,26.3
26035,Clare County,Michigan,86.2,13.8
26037,Clinton County,Michigan,82.8,17.2
26039,Crawford County,Michigan,81.5,18.5
26041,Delta County,Michigan,78.6,21.4
26043,Dickinson County,Michigan,81.8,18.2
26045,Eaton County,Michigan,74.2,25.8
26047,Emmet County,Michigan,76.8,23.2
26049,Genesee County,Michigan,70.8,29.2
26051,Gladwin County,Michigan,87.1,12.9
26053,Gogebic County,Michigan,80.8,19.2
26055,Grand Traverse County,Michigan,76.5,23.5
26057,Gratiot County,Michigan,78.9,21.1
26059,Hillsdale County,Michigan,81.0,19.0
26061,Houghton County,Michigan,71.2,28.8
26063,Huron County,Michigan,82.1,17.9
26065,Ingham County,Michigan,59.5,40.5
26067,Ionia County,Michigan,77.2,22.8
26069,Iosco County,Michigan,82.9,17.1
26071,Iron County,Michigan,85.3,14.7
26073,Isabella County,Michigan,61.3,38.7
26075,Jackson County,Michigan,75.0,25.0
26077,Kalamazoo County,Michigan,64.0,36.0
26079,Kalkaska County,Michigan,87.5,12.5
26081,Kent County,Michigan,70.4,29.6
26083,Keweenaw County,Michigan,91.7,8.3
26085,Lake County,Michigan,81.2,18.8
26087,Lapeer County,Michigan,86.0,14.0
26089,Leelanau County,Michigan,90.6,9.4
26091,Lenawee County,Michigan,78.6,21.4
26093,Livingston County,Michigan,86.6,13.4
26095,Luce County,Michigan,78.7,21.3
26097,Mackinac County,Michigan,77.4,22.6
26099,Macomb County,Michigan,75.0,25.0
26101,Manistee County,Michigan,85.9,14.1
26103,Marquette County,Michigan,71.2,28.8
26105,Mason County,Michigan,78.1,21.9
26107,Mecosta County,Michigan,75.9,24.1
26109,Menominee County,Michigan,80.4,19.6
26111,Midland County,Michigan,78.2,21.8
26113,Missaukee County,Michigan,83.7,16.3
26115,Monroe County,Michigan,81.2,18.8
26117,Montcalm County,Michigan,82.2,17.8
26119,Montmorency County,Michigan,87.6,12.4
26121,Muskegon County,Michigan,78.3,21.7
26123,Newaygo County,Michigan,86.4,13.6
26125,Oakland County,Michigan,72.3,27.7
26127,Oceana County,Michigan,85.1,14.9
26129,Ogemaw County,Michigan,82.5,17.5
26131,Ontonagon County,Michigan,87.3,12.7
26133,Osceola County,Michigan,83.7,16.3
26135,Oscoda County,Michigan,86.7,13.3
26137,Otsego County,Michigan,78.0,22.0
26139,Ottawa County,Michigan,78.5,21.5
26141,Presque Isle County,Michigan,89.7,10.3
26143,Roscommon County,Michigan,84.3,15.7
26145,Saginaw County,Michigan,73.5,26.5
26147,St. Clair County,Michigan,80.5,19.5
26149,St. Joseph County,Michigan,75.2,24.8
26151,Sanilac County,Michigan,81.7,18.3
26153,Schoolcraft County,Michigan,85.4,14.6
26155,Shiawassee County,Michigan,79.3,20.7
26157,Tuscola County,Michigan,85.2,14.8
26159,Van Buren County,Michigan,80.5,19.5
26161,Washtenaw County,Michigan,61.6,38.4
26163,Wayne County,Michigan,64.5,35.5
26165,Wexford County,Michigan,81.4,18.6
27001,Aitkin County,Minnesota,85.3,14.7
27003,Anoka County,Minnesota,80.0,20.0
27005,Becker County,Minnesota,77.8,22.2
27007,Beltrami County,Minnesota,69.5,30.5
27009,Benton County,Minnesota,67.9,32.1
27011,Big Stone County,Minnesota,79.4,20.6
27013,Blue Earth County,Minnesota,61.8,38.2
27015,Brown County,Minnesota,79.4,20.6
27017,Carlton County,Minnesota,79.4,20.6
27019,Carver County,Minnesota,81.7,18.3
27021,Cass County,Minnesota,84.9,15.1
27023,Chippewa County,Minnesota,71.4,28.6
27025,Chisago County,Minnesota,85.6,14.4
27027,Clay County,Minnesota,66.6,33.4
27029,Clearwater County,Minnesota,81.1,18.9
27031,Cook County,Minnesota,79.6,20.4
27033,Cottonwood County,Minnesota,76.1,23.9
27035,Crow Wing County,Minnesota,77.4,22.6
27037,Dakota County,Minnesota,75.4,24.6
27039,Dodge County,Minnesota,87.7,12.3
27041,Douglas County,Minnesota,76.4,23.6
27043,Faribault County,Minnesota,78.0,22.0
27045,Fillmore County,Minnesota,82.4,17.6
27047,Freeborn County,Minnesota,79.3,20.7
27049,Goodhue County,Minnesota,78.0,22.0
27051,Grant County,Minnesota,79.0,21.0
27053,Hennepin County,Minnesota,63.0,37.0
27055,Houston County,Minnesota,84.1,15.9
27057,Hubbard County,Minnesota,82.6,17.4
27059,Isanti County,Minnesota,83.8,16.2
27061,Itasca County,Minnesota,81.9,18.1
27063,Jackson County,Minnesota,81.3,18.7
27065,Kanabec County,Minnesota,83.8,16.2
27067,Kandiyohi County,Minnesota,72.1,27.9
27069,Kittson County,Minnesota,82.4,17.6
27071,Koochiching County,Minnesota,82.0,18.0
27073,Lac qui Parle County,Minnesota,83.0,17.0
27075,Lake County,Minnesota,84.0,16.0
27077,Lake of the Woods County,Minnesota,84.3,15.7
27079,Le Sueur County,Minnesota,81.0,19.0
27081,Lincoln County,Minnesota,82.1,17.9
27083,Lyon County,Minnesota,70.5,29.5
27085,McLeod County,Minnesota,77.8,22.2
27087,Mahnomen County,Minnesota,72.5,27.5
27089,Marshall County,Minnesota,85.2,14.8
27091,Martin County,Minnesota,72.4,27.6
27093,Meeker County,Minnesota,81.0,19.0
27095,Mille Lacs County,Minnesota,77.7,22.3
27097,Morrison County,Minnesota,80.9,19.1
27099,Mower County,Minnesota,76.0,24.0
27101,Murray County,Minnesota,81.8,18.2
27103,Nicollet County,Minnesota,72.3,27.7
27105,Nobles County,Minnesota,71.9,28.1
27107,Norman County,Minnesota,81.6,18.4
27109,Olmsted County,Minnesota,70.7,29.3
27111,Otter Tail County,Minnesota,79.2,20.8
27113,Pennington County,Minnesota,71.3,28.7
27115,Pine County,Minnesota,82.7,17.3
27117,Pipestone County,Minnesota,81.5,18.5
27119,Polk County,Minnesota,72.1,27.9
27121,Pope County,Minnesota,82.7,17.3
27123,Ramsey County,Minnesota,61.0,39.0
27125,Red Lake County,Minnesota,83.8,16.2
27127,Redwood County,Minnesota,79.7,20.3
27129,Renville County,Minnesota,79.4,20.6
27131,Rice County,Minnesota,75.9,24.1
27133,Rock County,Minnesota,76.0,24.0
27135,Roseau County,Minnesota,80.8,19.2
27137,St. Louis County,Minnesota,72.0,28.0
27139,Scott County,Minnesota,84.3,15.7
27141,Sherburne County,Minnesota,84.2,15.8
27143,Sibley County,Minnesota,81.3,18.7
27145,Stearns County,Minnesota,67.8,32.2
27147,Steele County,Minnesota,79.9,20.1
27149,Stevens County,Minnesota,66.7,33.3
27151,Swift County,Minnesota,74.3,25.7
27153,Todd County,Minnesota,83.1,16.9
27155,Traverse County,Minnesota,79.8,20.2
27157,Wabasha County,Minnesota,81.6,18.4
27159,Wadena County,Minnesota,72.5,27.5
27161,Waseca County,Minnesota,79.3,20.7
27163,Washington County,Minnesota,81.2,18.8
27165,Watonwan County,Minnesota,78.2,21.8
27167,Wilkin County,Minnesota,79.7,20.3
27169,Winona County,Minnesota,68.8,31.3
27171,Wright County,Minnesota,84.3,15.7
27173,Yellow Medicine County,Minnesota,84.2,15.8
28001,Adams County,Mississippi,66.5,33.5
28003,Alcorn County,Mississippi,65.4,34.6
28005,Amite County,Mississippi,83.2,16.8
28007,Attala County,Mississippi,76.6,23.4
28009,Benton County,Mississippi,83.3,16.7
28011,Bolivar County,Mississippi,61.0,39.0
28013,Calhoun County,Mississippi,73.1,26.9
28015,Carroll County,Mississippi,79.8,20.2
28017,Chickasaw County,Mississippi,67.2,32.8
28019,Choctaw County,Mississippi,80.3,19.7
28021,Claiborne County,Mississippi,75.2,24.8
28023,Clarke County,Mississippi,84.1,15.9
28025,Clay County,Mississippi,70.7,29.3
28027,Coahoma County,Mississippi,52.0,48.0
28029,Copiah County,Mississippi,74.1,25.9
28031,Covington County,Mississippi,76.0,24.0
28033,DeSoto County,Mississippi,77.8,22.2
28035,Forrest County,Mississippi,57.1,42.9
28037,Franklin County,Mississippi,80.0,20.0
28039,George County,Mississippi,83.6,16.4
28041,Greene County,Mississippi,78.0,22.0
28043,Grenada County,Mississippi,62.9,37.1
28045,Hancock County,Mississippi,78.7,21.3
28047,Harrison County,Mississippi,60.6,39.4
28049,Hinds County,Mississippi,57.9,42.1
28051,Holmes County,Mississippi,60.6,39.4
28053,Humphreys County,Mississippi,59.7,40.3
28055,Issaquena County,Mississippi,63.3,36.7
28057,Itawamba County,Mississippi,79.3,20.7
28059,Jackson County,Mississippi,72.0,28.0
28061,Jasper County,Mississippi,83.2,16.8
28063,Jefferson County,Mississippi,78.8,21.2
28065,Jefferson Davis County,Mississippi,81.7,18.3
28067,Jones County,Mississippi,73.8,26.2
28069,Kemper County,Mississippi,77.6,22.4
28071,Lafayette County,Mississippi,63.2,36.8
28073,Lamar County,Mississippi,68.1,31.9
28075,Lauderdale County,Mississippi,63.2,36.8
28077,Lawrence County,Mississippi,81.7,18.3
28079,Leake County,Mississippi,75.9,24.1
28081,Lee County,Mississippi,70.2,29.8
28083,Leflore County,Mississippi,54.1,45.9
28085,Lincoln County,Mississippi,73.8,26.2
28087,Lowndes County,Mississippi,62.3,37.7
28089,Madison County,Mississippi,71.4,28.6
28091,Marion County,Mississippi,78.2,21.8
28093,Marshall County,Mississippi,76.7,23.3
28095,Monroe County,Mississippi,76.7,23.3
28097,Montgomery County,Mississippi,72.1,27.9
28099,Neshoba County,Mississippi,75.3,24.7
28101,Newton County,Mississippi,78.9,21.1
28103,Noxubee County,Mississippi,75.8,24.2
28105,Oktibbeha County,Mississippi,47.5,52.5
28107,Panola County,Mississippi,68.8,31.2
28109,Pearl River County,Mississippi,82.9,17.1
28111,Perry County,Mississippi,80.1,19.9
28113,Pike County,Mississippi,66.9,33.1
28115,Pontotoc County,Mississippi,70.6,29.4
28117,Prentiss County,Mississippi,78.9,21.1
28119,Quitman County,Mississippi,61.9,38.1
28121,Rankin County,Mississippi,77.6,22.4
28123,Scott County,Mississippi,71.9,28.1
28125,Sharkey County,Mississippi,62.9,37.1
28127,Simpson County,Mississippi,80.5,19.5
28129,Smith County,Mississippi,86.3,13.7
28131,Stone County,Mississippi,80.0,20.0
28133,Sunflower County,Mississippi,56.3,43.7
28135,Tallahatchie County,Mississippi,66.9,33.1
28137,Tate County,Mississippi,72.9,27.1
28139,Tippah County,Mississippi,76.2,23.8
28141,Tishomingo County,Mississippi,77.6,22.4
28143,Tunica County,Mississippi,40.8,59.2
28145,Union County,Mississippi,74.8,25.2
28147,Walthall County,Mississippi,79.2,20.8
28149,Warren County,Mississippi,71.2,28.8
28151,Washington County,Mississippi,56.8,43.2
28153,Wayne County,Mississippi,88.3,11.7
28155,Webster County,Mississippi,78.0,22.0
28157,Wilkinson County,Mississippi,79.0,21.0
28159,Winston County,Mississippi,69.7,30.3
28161,Yalobusha County,Mississippi,70.3,29.7
28163,Yazoo County,Mississippi,55.3,44.7
29001,Adair County,Missouri,60.6,39.4
29003,Andrew County,Missouri,77.0,23.0
29005,Atchison County,Missouri,73.6,26.4
29007,Audrain County,Missouri,72.7,27.3
29009,Barry County,Missouri,74.9,25.1
29011,Barton County,Missouri,69.6,30.4
29013,Bates County,Missouri,72.3,27.7
29015,Benton County,Missouri,83.7,16.3
29017,Bollinger County,Missouri,80.1,19.9
29019,Boone County,Missouri,58.1,41.9
29021,Buchanan County,Missouri,64.9,35.1
29023,Butler County,Missouri,65.0,35.0
29025,Caldwell County,Missouri,81.0,19.0
29027,Callaway County,Missouri,76.3,23.7
29029,Camden County,Missouri,83.1,16.9
29031,Cape Girardeau County,Missouri,66.0,34.0
29033,Carroll County,Missouri,72.6,27.4
29035,Carter County,Missouri,64.1,35.9
29037,Cass County,Missouri,75.9,24.1
29039,Cedar County,Missouri,73.9,26.1
29041,Chariton County,Missouri,80.9,19.1
29043,Christian County,Missouri,76.0,24.0
29045,Clark County,Missouri,78.5,21.5
29047,Clay County,Missouri,68.9,31.1
29049,Clinton County,Missouri,76.1,23.9
29051,Cole County,Missouri,67.4,32.6
29053,Cooper County,Missouri,78.2,21.8
29055,Crawford County,Missouri,72.4,27.6
29057,Dade County,Missouri,76.4,23.6
29059,Dallas County,Missouri,76.1,23.9
29061,Daviess County,Missouri,77.7,22.3
29063,DeKalb County,Missouri,72.0,28.0
29065,Dent County,Missouri,76.8,23.2
29067,Douglas County,Missouri,79.3,20.7
29069,Dunklin County,Missouri,61.8,38.2
29071,Franklin County,Missouri,76.4,23.6
29073,Gasconade County,Missouri,81.1,18.9
29075,Gentry County,Missouri,74.8,25.2
29077,Greene County,Missouri,56.9,43.1
29079,Grundy County,Missouri,69.3,30.7
29081,Harrison County,Missouri,73.1,26.9
29083,Henry County,Missouri,73.9,26.1
29085,Hickory County,Missouri,84.8,15.2
29087,Holt County,Missouri,78.4,21.6
29089,Howard County,Missouri,80.3,19.7
29091,Howell County,Missouri,68.7,31.3
29093,Iron County,Missouri,76.3,23.7
29095,Jackson County,Missouri,58.8,41.2
29097,Jasper County,Missouri,63.2,36.8
29099,Jefferson County,Missouri,81.4,18.6
29101,Johnson County,Missouri,63.9,36.1
29103,Knox County,Missouri,85.9,14.1
29105,Laclede County,Missouri,70.1,29.9
29107,Lafayette County,Missouri,76.5,23.5
29109,Lawrence County,Missouri,72.8,27.2
29111,Lewis County,Missouri,77.0,23.0
29113,Lincoln County,Missouri,78.3,21.7
29115,Linn County,Missouri,78.7,21.3
29117,Livingston County,Missouri,68.5,31.5
29119,McDonald County,Missouri,67.8,32.2
29121,Macon County,Missouri,76.1,23.9
29123,Madison County,Missouri,75.4,24.6
29125,Maries County,Missouri,77.9,22.1
29127,Marion County,Missouri,69.8,30.2
29129,Mercer County,Missouri,79.1,20.9
29131,Miller County,Missouri,76.1,23.9
29133,Mississippi County,Missouri,60.9,39.1
29135,Moniteau County,Missouri,77.8,22.2
29137,Monroe County,Missouri,75.0,25.0
29139,Montgomery County,Missouri,73.3,26.7
29141,Morgan County,Missouri,79.7,20.3
29143,New Madrid County,Missouri,63.6,36.4
29145,Newton County,Missouri,76.8,23.2
29147,Nodaway County,Missouri,62.3,37.7
29149,Oregon County,Missouri,76.7,23.3
29151,Osage County,Missouri,81.2,18.8
29153,Ozark County,Missouri,80.4,19.6
29155,Pemiscot County,Missouri,57.7,42.3
29157,Perry County,Missouri,77.6,22.4
29159,Pettis County,Missouri,70.1,29.9
29161,Phelps County,Missouri,61.9,38.1
29163,Pike County,Missouri,73.3,26.7
29165,Platte County,Missouri,67.0,33.0
29167,Polk County,Missouri,71.3,28.7
29169,Pulaski County,Missouri,59.4,40.6
29171,Putnam County,Missouri,81.2,18.8
29173,Ralls County,Missouri,86.1,13.9
29175,Randolph County,Missouri,70.4,29.6
29177,Ray County,Missouri,77.5,22.5
29179,Reynolds County,Missouri,80.7,19.3
29181,Ripley County,Missouri,78.9,21.1
29183,St. Charles County,Missouri,80.7,19.3
29185,St. Clair County,Missouri,75.7,24.3
29186,Ste. Genevieve County,Missouri,81.6,18.4
29187,St. Francois County,Missouri,69.1,30.9
29189,St. Louis County,Missouri,69.0,31.0
29195,Saline County,Missouri,70.8,29.2
29197,Schuyler County,Missouri,79.0,21.0
29199,Scotland County,Missouri,83.0,17.0
29201,Scott County,Missouri,68.8,31.2
29203,Shannon County,Missouri,83.2,16.8
29205,Shelby County,Missouri,75.0,25.0
29207,Stoddard County,Missouri,70.7,29.3
29209,Stone County,Missouri,83.7,16.3
29211,Sullivan County,Missouri,73.8,26.2
29213,Taney County,Missouri,66.9,33.1
29215,Texas County,Missouri,76.5,23.5
29217,Vernon County,Missouri,72.6,27.4
29219,Warren County,Missouri,82.4,17.6
29221,Washington County,Missouri,76.3,23.7
29223,Wayne County,Missouri,76.0,24.0
29225,Webster County,Missouri,76.6,23.4
29227,Worth County,Missouri,77.8,22.2
29229,Wright County,Missouri,77.6,22.4
29510,St. Louis city,Missouri,45.4,54.6
30001,Beaverhead County,Montana,67.3,32.7
30003,Big Horn County,Montana,68.2,31.8
30005,Blaine County,Montana,63.2,36.8
30007,Broadwater County,Montana,82.2,17.8
30009,Carbon County,Montana,74.1,25.9
30011,Carter County,Montana,61.6,38.4
30013,Cascade County,Montana,70.2,29.8
30015,Chouteau County,Montana,65.9,34.1
30017,Custer County,Montana,68.5,31.5
30019,Daniels County,Montana,80.4,19.6
30021,Dawson County,Montana,72.4,27.6
30023,Deer Lodge County,Montana,69.5,30.5
30025,Fallon County,Montana,69.8,30.2
30027,Fergus County,Montana,66.0,34.0
30029,Flathead County,Montana,74.0,26.0
30031,Gallatin County,Montana,61.5,38.5
30033,Garfield County,Montana,70.3,29.7
30035,Glacier County,Montana,64.9,35.1
30037,Golden Valley County,Montana,80.7,19.3
30039,Granite County,Montana,76.4,23.6
30041,Hill County,Montana,66.8,33.2
30043,Jefferson County,Montana,83.1,16.9
30045,Judith Basin County,Montana,75.3,24.7
30047,Lake County,Montana,73.8,26.2
30049,Lewis and Clark County,Montana,69.7,30.3
30051,Liberty County,Montana,64.2,35.8
30053,Lincoln County,Montana,79.0,21.0
30055,McCone County,Montana,86.1,13.9
30057,Madison County,Montana,80.6,19.4
30059,Meagher County,Montana,82.4,17.6
30061,Mineral County,Montana,80.3,19.7
30063,Missoula County,Montana,59.7,40.3
30065,Musselshell County,Montana,82.5,17.5
30067,Park County,Montana,69.6,30.4
30069,Petroleum County,Montana,77.0,23.0
30071,Phillips County,Montana,74.8,25.2
30073,Pondera County,Montana,66.7,33.3
30075,Powder River County,Montana,77.6,22.4
30077,Powell County,Montana,69.5,30.5
30079,Prairie County,Montana,76.3,23.7
30081,Ravalli County,Montana,78.6,21.4
30083,Richland County,Montana,69.8,30.2
30085,Roosevelt County,Montana,68.6,31.4
30087,Rosebud County,Montana,66.3,33.7
30089,Sanders County,Montana,80.0,20.0
30091,Sheridan County,Montana,76.6,23.4
30093,Silver Bow County,Montana,70.5,29.5
30095,Stillwater County,Montana,80.8,19.2
30097,Sweet Grass County,Montana,76.2,23.8
30099,Teton County,Montana,74.9,25.1
30101,Toole County,Montana,64.6,35.4
30103,Treasure County,Montana,66.5,33.5
30105,Valley County,Montana,77.7,22.3
30107,Wheatland County,Montana,76.2,23.8
30109,Wibaux County,Montana,75.0,25.0
30111,Yellowstone County,Montana,69.3,30.7
31001,Adams County,Nebraska,68.7,31.3
31003,Antelope County,Nebraska,75.6,24.4
31005,Arthur County,Nebraska,74.5,25.5
31007,Banner County,Nebraska,75.6,24.4
31009,Blaine County,Nebraska,71.4,28.6
31011,Boone County,Nebraska,79.2,20.8
31013,Box Butte County,Nebraska,75.5,24.5
31015,Boyd County,Nebraska,83.0,17.0
31017,Brown County,Nebraska,73.8,26.2
31019,Buffalo County,Nebraska,65.2,34.8
31021,Burt County,Nebraska,77.2,22.8
31023,Butler County,Nebraska,80.3,19.7
31025,Cass County,Nebraska,83.8,16.2
31027,Cedar County,Nebraska,78.7,21.3
31029,Chase County,Nebraska,77.5,22.5
31031,Cherry County,Nebraska,62.0,38.0
31033,Cheyenne County,Nebraska,66.9,33.1
31035,Clay County,Nebraska,80.6,19.4
31037,Colfax County,Nebraska,76.1,23.9
31039,Cuming County,Nebraska,71.3,28.7
31041,Custer County,Nebraska,70.9,29.1
31043,Dakota County,Nebraska,64.6,35.4
31045,Dawes County,Nebraska,65.7,34.3
31047,Dawson County,Nebraska,64.7,35.3
31049,Deuel County,Nebraska,82.7,17.3
31051,Dixon County,Nebraska,77.3,22.7
31053,Dodge County,Nebraska,66.8,33.2
31055,Douglas County,Nebraska,61.7,38.3
31057,Dundy County,Nebraska,76.9,23.1
31059,Fillmore County,Nebraska,80.1,19.9
31061,Franklin County,Nebraska,79.5,20.5
31063,Frontier County,Nebraska,71.9,28.1
31065,Furnas County,Nebraska,76.9,23.1
31067,Gage County,Nebraska,72.3,27.7
31069,Garden County,Nebraska,78.4,21.6
31071,Garfield County,Nebraska,74.4,25.6
31073,Gosper County,Nebraska,82.1,17.9
31075,Grant County,Nebraska,68.5,31.5
31077,Greeley County,Nebraska,82.3,17.7
31079,Hall County,Nebraska,63.2,36.8
31081,Hamilton County,Nebraska,83.0,17.0
31083,Harlan County,Nebraska,84.8,15.2
31085,Hayes County,Nebraska,71.1,28.9
31087,Hitchcock County,Nebraska,79.1,20.9
31089,Holt County,Nebraska,72.8,27.2
31091,Hooker County,Nebraska,59.9,40.1
31093,Howard County,Nebraska,74.1,25.9
31095,Jefferson County,Nebraska,72.2,27.8
31097,Johnson County,Nebraska,68.5,31.5
31099,Kearney County,Nebraska,78.4,21.6
31101,Keith County,Nebraska,70.8,29.2
31103,Keya Paha County,Nebraska,80.1,19.9
31105,Kimball County,Nebraska,71.9,28.1
31107,Knox County,Nebraska,78.6,21.4
31109,Lancaster County,Nebraska,58.8,41.2
31111,Lincoln County,Nebraska,64.2,35.8
31113,Logan County,Nebraska,78.5,21.5
31115,Loup County,Nebraska,66.3,33.7
31117,McPherson County,Nebraska,73.0,27.0
31119,Madison County,Nebraska,67.5,32.5
31121,Merrick County,Nebraska,80.6,19.4
31123,Morrill County,Nebraska,78.0,22.0
31125,Nance County,Nebraska,78.7,21.3
31127,Nemaha County,Nebraska,70.6,29.4
31129,Nuckolls County,Nebraska,81.5,18.5
31131,Otoe County,Nebraska,80.2,19.8
31133,Pawnee County,Nebraska,80.9,19.1
31135,Perkins County,Nebraska,77.7,22.3
31137,Phelps County,Nebraska,69.9,30.1
31139,Pierce County,Nebraska,78.5,21.5
31141,Platte County,Nebraska,72.5,27.5
31143,Polk County,Nebraska,81.6,18.4
31145,Red Willow County,Nebraska,73.2,26.8
31147,Richardson County,Nebraska,74.5,25.5
31149,Rock County,Nebraska,75.8,24.2
31151,Saline County,Nebraska,73.6,26.4
31153,Sarpy County,Nebraska,70.6,29.4
31155,Saunders County,Nebraska,81.7,18.3
31157,Scotts Bluff County,Nebraska,68.3,31.7
31159,Seward County,Nebraska,72.1,27.9
31161,Sheridan County,Nebraska,69.8,30.2
31163,Sherman County,Nebraska,76.4,23.6
31165,Sioux County,Nebraska,56.5,43.5
31167,Stanton County,Nebraska,77.3,22.7
31169,Thayer County,Nebraska,75.6,24.4
31171,Thomas County,Nebraska,69.8,30.2
31173,Thurston County,Nebraska,61.1,38.9
31175,Valley County,Nebraska,72.9,27.1
31177,Washington County,Nebraska,82.2,17.8
31179,Wayne County,Nebraska,68.0,32.0
31181,Webster County,Nebraska,81.3,18.7
31183,Wheeler County,Nebraska,80.8,19.2
31185,York County,Nebraska,74.6,25.4
32001,Churchill County,Nevada,68.1,31.9
32003,Clark County,Nevada,57.0,43.0
32005,Douglas County,Nevada,78.4,21.6
32007,Elko County,Nevada,70.4,29.6
32009,Esmeralda County,Nevada,47.7,52.3
32011,Eureka County,Nevada,85.4,14.6
32013,Humboldt County,Nevada,73.6,26.4
32015,Lander County,Nevada,66.9,33.1
32017,Lincoln County,Nevada,73.7,26.3
32019,Lyon County,Nevada,76.6,23.4
32021,Mineral County,Nevada,74.0,26.0
32023,Nye County,Nevada,75.2,24.8
32027,Pershing County,Nevada,74.3,25.7
32029,Storey County,Nevada,97.4,2.6
32031,Washoe County,Nevada,59.5,40.5
32033,White Pine County,Nevada,77.5,22.5
32510,Carson City,Nevada,63.2,36.8
33001,Belknap County,New Hampshire,78.7,21.3
33003,Carroll County,New Hampshire,81.2,18.8
33005,Cheshire County,New Hampshire,70.3,29.7
33007,Coos County,New Hampshire,74.0,26.0
33009,Grafton County,New Hampshire,71.0,29.0
33011,Hillsborough County,New Hampshire,67.5,32.5
33013,Merrimack County,New Hampshire,73.5,26.5
33015,Rockingham County,New Hampshire,78.6,21.4
33017,Strafford County,New Hampshire,67.0,33.0
33019,Sullivan County,New Hampshire,74.8,25.2
34001,Atlantic County,New Jersey,67.8,32.2
34003,Bergen County,New Jersey,65.4,34.6
34005,Burlington County,New Jersey,75.7,24.3
34007,Camden County,New Jersey,65.0,35.0
34009,Cape May County,New Jersey,79.3,20.7
34011,Cumberland County,New Jersey,65.6,34.4
34013,Essex County,New Jersey,44.5,55.5
34015,Gloucester County,New Jersey,79.4,20.6
34017,Hudson County,New Jersey,31.2,68.8
34019,Hunterdon County,New Jersey,84.8,15.2
34021,Mercer County,New Jersey,61.9,38.1
34023,Middlesex County,New Jersey,63.5,36.5
34025,Monmouth County,New Jersey,75.4,24.6
34027,Morris County,New Jersey,73.9,26.1
34029,Ocean County,New Jersey,80.2,19.8
34031,Passaic County,New Jersey,52.8,47.2
34033,Salem County,New Jersey,71.3,28.7
34035,Somerset County,New Jersey,74.5,25.5
34037,Sussex County,New Jersey,84.9,15.1
34039,Union County,New Jersey,57.6,42.4
34041,Warren County,New Jersey,74.3,25.7
35001,Bernalillo County,New Mexico,64.3,35.7
35003,Catron County,New Mexico,87.7,12.3
35005,Chaves County,New Mexico,68.7,31.3
35006,Cibola County,New Mexico,70.5,29.5
35007,Colfax County,New Mexico,72.0,28.0
35009,Curry County,New Mexico,61.3,38.7
35011,De Baca County,New Mexico,69.1,30.9
35013,Doña Ana County,New Mexico,65.3,34.7
35015,Eddy County,New Mexico,74.7,25.3
35017,Grant County,New Mexico,73.2,26.8
35019,Guadalupe County,New Mexico,78.4,21.6
35021,Harding County,New Mexico,78.4,21.6
35023,Hidalgo County,New Mexico,75.3,24.7
35025,Lea County,New Mexico,69.5,30.5
35027,Lincoln County,New Mexico,79.5,20.5
35028,Los Alamos County,New Mexico,74.5,25.5
35029,Luna County,New Mexico,69.2,30.8
35031,McKinley County,New Mexico,68.8,31.2
35033,Mora County,New Mexico,89.2,10.8
35035,Otero County,New Mexico,65.0,35.0
35037,Quay County,New Mexico,72.7,27.3
35039,Rio Arriba County,New Mexico,78.1,21.9
35041,Roosevelt County,New Mexico,62.0,38.0
35043,Sandoval County,New Mexico,83.6,16.4
35045,San Juan County,New Mexico,70.2,29.8
35047,San Miguel County,New Mexico,73.3,26.7
35049,Santa Fe County,New Mexico,70.6,29.4
35051,Sierra County,New Mexico,70.2,29.8
35053,Socorro County,New Mexico,73.5,26.5
35055,Taos County,New Mexico,78.8,21.2
35057,Torrance County,New Mexico,81.7,18.3
35059,Union County,New Mexico,68.2,31.8
35061,Valencia County,New Mexico,82.1,17.9
36001,Albany County,New York,56.7,43.3
36003,Allegany County,New York,80.3,19.7
36005,Bronx County,New York,20.3,79.7
36007,Broome County,New York,64.6,35.4
36009,Cattaraugus County,New York,74.6,25.4
36011,Cayuga County,New York,71.9,28.1
36013,Chautauqua County,New York,69.1,30.9
36015,Chemung County,New York,69.8,30.2
36017,Chenango County,New York,76.3,23.7
36019,Clinton County,New York,68.9,31.1
36021,Columbia County,New York,75.4,24.6
36023,Cortland County,New York,66.4,33.6
36025,Delaware County,New York,76.7,23.3
36027,Dutchess County,New York,68.8,31.2
36029,Erie County,New York,65.5,34.5
36031,Essex County,New York,78.1,21.9
36033,Franklin County,New York,71.2,28.8
36035,Fulton County,New York,69.2,30.8
36037,Genesee County,New York,74.2,25.8
36039,Greene County,New York,77.6,22.4
36041,Hamilton County,New York,82.5,17.5
36043,Herkimer County,New York,75.9,24.1
36045,Jefferson County,New York,54.1,45.9
36047,Kings County,New York,29.7,70.3
36049,Lewis County,New York,80.4,19.6
36051,Livingston County,New York,77.1,22.9
36053,Madison County,New York,78.4,21.6
